Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
193831	-0.6902092898	-0.6197476436	-0.5520640851	-0.4914962198	-0.433349657	-0.3807942415	-0.34051131	-0.2928266067	-0.2616792068	-0.2290947968	-0.1989022262	-0.1754583489	-0.156981801	-0.1295430052	-0.1132168068	-0.09148306125	-0.08058048137	-0.06974259178	-0.05363741363	-0.04200879491	-0.02910976825	-0.02356424903	-0.01347086238	-0.004033526518	0.007427151517	0.01199414792	0.02222637025	0.02166654298	0.03285907178	0.04139094996	0.03939403003	0.0476266641	0.05293310318	0.05472849613	0.05994154743	0.06872460544	0.05868035786	0.06281658886	0.06677553683	0.06558600346	0.07282020455	0.06948198218	0.07242014688	0.07945952841	0.08241318248	0.09036792652	0.09577761583	0.09284180437	0.09581723699	0.09870561008	0.0968690534	0.0839627032	0.1067491046	0.1000906237	0.09453527012	0.09742097398	0.10275255	0.1025958018	0.09223051248	0.1144232509	0.1032630418	0.09392694155	0.1012726686	0.08538753844	0.09306137904	0.08476248989	0.08975541468	0.0746600651	0.06615990158	0.05782416797	0.05552941931	0.04544216998	0.0759401778	0.02889557265	0.04358359834	0.08589722329	0.09080397355	0.1006202638	0.1330261014	0.1276532767	0.143265712	0.1192826042	0.1456525908	-0.7392859337	-0.3624361574	-0.07328937201	0.2185697668	0.4979729581	0.5934748507	0.4472611474	0.338431569	0.2476145106	0.1850737904	0.1694007179	0.2045781655	0.2666438667	0.3368082131	0.3964817471	0.4306370213	0.4401220356	0.45713427	0.479202338	0.5052763407	0.5375021903	0.5751813655	0.5941314597	0.5697966936	0.5457078304	0.522716218	0.5027364473	0.4951686225	0.4980887789	0.5058319471	0.519027544	0.5342825411	0.5367868905	0.5380829452	0.5380934809	0.5402303207	0.546818872	0.5448046433	0.5422551481	0.5356032216	0.5281734038	0.5163786651	0.4927658903	0.4540952765	0.4175084775	0.3869818062	0.3660042823	0.354438776	0.350759697	0.3483801506	0.351049378	0.3499382446	0.3481329884	0.333188886	0.3224813014	0.3116953918	0.2990172697	0.2874625795	0.288545489	0.2797941599	0.2601474238	0.2398399944	0.2148011891	0.1781793666	0.1391566638	0.09242314974	0.03988742842	-0.02249735291	-0.09900202748	-0.1997679679	-0.3229684788	-0.4723560364	-0.6351390988	-0.8250440102	-1.009771376	-1.196106276	-1.384977616	-1.573255128	-1.730023501	-1.855995595	-1.938548636	-2.001680777	-2.028157577	
194080	-0.6928039495	-0.6197422195	-0.5528226985	-0.4855870331	-0.4306751666	-0.3796279825	-0.3356406968	-0.2953079947	-0.2606972414	-0.2278367376	-0.1982581383	-0.1758125484	-0.1584382557	-0.1305106187	-0.1153187212	-0.09310350892	-0.08220188927	-0.06961296905	-0.05415271071	-0.04178685953	-0.02992586655	-0.02476818173	-0.01409168096	-0.003499193951	0.005875139713	0.01207237371	0.02223011653	0.0212700565	0.03305462725	0.04041411874	0.03909549216	0.04739880472	0.05247732925	0.05431365614	0.05974435544	0.06846219033	0.05797907072	0.0615701462	0.06598898605	0.06446547933	0.07186461799	0.06834380037	0.07136118719	0.07881054093	0.0818044279	0.08937795219	0.09466906096	0.09171048161	0.09506520564	0.09795196337	0.09624111588	0.08355239425	0.1059662518	0.09920114537	0.09393212342	0.09697576432	0.1020833573	0.1014042032	0.09211866941	0.1132189439	0.1027038903	0.09375824219	0.100610225	0.08505685108	0.09236218506	0.08410500457	0.08827221466	0.07349328239	0.06553564809	0.05740083342	0.05485802986	0.04524783407	0.07478490548	0.02889322605	0.0420571253	0.08369843233	0.09042802738	0.1002196042	0.1316367464	0.1265024537	0.1435917414	0.1179925962	0.1444499399	-2.561089657	-1.94776945	-1.392262065	-0.9618685411	-0.5690169717	-0.427909087	-0.4156049697	-0.407004846	-0.3971147776	-0.3646067816	-0.3019469337	-0.2150018179	-0.1109829246	-0.005607987887	0.07861338731	0.1318847154	0.1682486756	0.2098566858	0.2536401096	0.3018602025	0.3514067894	0.404137736	0.4206927758	0.4079441744	0.3945203611	0.3794969637	0.3736964881	0.3757125796	0.3876173013	0.4039641693	0.4247150876	0.4429549217	0.4502381441	0.4551368667	0.4617138392	0.4678449729	0.507618961	0.5080479541	0.5090960498	0.5057036466	0.5003760692	0.4872296264	0.4583309048	0.4207363482	0.3838276499	0.3538881592	0.3346396952	0.3254254553	0.3241811863	0.3229664898	0.3262697738	0.3222845441	0.3197942395	0.3040444331	0.2946198738	0.2839635359	0.2720440789	0.2608866075	0.2598423971	0.245216995	0.2239153379	0.2021852135	0.176590718	0.1392160613	0.09963175998	0.05358470144	0.001533565336	-0.06213197257	-0.1432918808	-0.2479313988	-0.3745498605	-0.5258371554	-0.690682947	-0.8816243967	-1.06774275	-1.259401676	-1.467324998	-1.660057279	-1.823566143	-1.953456237	-2.037961863	-2.10059148	-2.126735412	
194330	-0.6828006987	-0.6218790495	-0.5556522819	-0.4886673436	-0.4346766185	-0.3819497353	-0.3425403453	-0.2958560307	-0.2643609734	-0.2285470941	-0.2008161062	-0.1763912599	-0.1602257299	-0.1294813777	-0.1160388927	-0.0933579437	-0.08169193445	-0.06969870947	-0.05458784597	-0.04215437675	-0.03101502301	-0.0250844287	-0.01432900202	-0.00492507211	0.005743844607	0.01127669005	0.02032418716	0.02049057048	0.03197504953	0.0408543525	0.03828535746	0.04673900375	0.05128933299	0.05382664209	0.05993538098	0.06846251204	0.05761446766	0.06106427226	0.06566858491	0.06404812582	0.07157068921	0.06818037667	0.07123467947	0.07885032773	0.08128612266	0.08934772197	0.09457596172	0.09145983517	0.09490898047	0.0974468872	0.09598954274	0.08326471305	0.1058035575	0.09870715879	0.0940330263	0.09701013369	0.1020485627	0.1020171726	0.09181976818	0.1134148226	0.1038646787	0.09396577658	0.1001773549	0.0861847662	0.0942222935	0.08421928308	0.08946087069	0.07526035368	0.06737600802	0.0587532664	0.05632717229	0.0459892586	0.07681596383	0.03016136001	0.0431432832	0.08595317381	0.09171448055	0.1021202829	0.1341139278	0.128683547	0.1449647166	0.1202686989	0.1470302452	-3.338006806	-2.628418152	-2.033035492	-1.524132347	-1.088218371	-0.8874898342	-0.8121415917	-0.7454099365	-0.6874954899	-0.6241828199	-0.5338686183	-0.4229953217	-0.3015980394	-0.1801419843	-0.08345926869	-0.01733994201	0.03204087746	0.08655429495	0.1408147881	0.1968173727	0.2536320601	0.3132584867	0.3348532715	0.3273705427	0.3200277292	0.313425183	0.3079828209	0.316403532	0.3321249549	0.3508556546	0.3752964641	0.3963278971	0.4058648383	0.4128541111	0.4210565394	0.4290615196	0.4405325923	0.4450349713	0.4487598595	0.4473730524	0.4438822499	0.4325744311	0.4053792918	0.3694688594	0.3338005469	0.3052902069	0.287934909	0.2801371302	0.2797902736	0.2785394915	0.2825666209	0.2792836151	0.2767448459	0.2607681201	0.2512690403	0.2402569708	0.2283249337	0.2166501281	0.2154024047	0.1981529013	0.1760099389	0.1542720389	0.1258514508	0.08742103874	0.04602244079	-0.002019239248	-0.05654261654	-0.1230814161	-0.2066589008	-0.3145071354	-0.444867839	-0.5986673596	-0.7674565781	-0.9632628401	-1.152375525	-1.349435009	-1.563575212	-1.761558825	-1.927927033	-2.06311779	-2.151514219	-2.217761492	-2.24971353	
194581	-0.6931243316	-0.6218785565	-0.5582181087	-0.4871272342	-0.4322533115	-0.381949282	-0.3401067405	-0.2955080949	-0.263566994	-0.2296965679	-0.2027334101	-0.1795055206	-0.1604814198	-0.1316016044	-0.1184189823	-0.09482778913	-0.0839178997	-0.07140863522	-0.05767511667	-0.04442913691	-0.03033494631	-0.02670092578	-0.01712011752	-0.006574218772	0.004269132257	0.009535330408	0.01952578995	0.01815197754	0.03083158552	0.03925759298	0.0372314884	0.0449503634	0.05039244657	0.05256365448	0.05850448478	0.06651186523	0.0560821857	0.05994293861	0.06385232312	0.06262681451	0.06999870131	0.06623635395	0.06954958841	0.07681940761	0.07986476582	0.08761836614	0.09292628764	0.08957193374	0.09324305249	0.09599848524	0.09361789062	0.08112056066	0.1038424261	0.09696248812	0.09164968747	0.09508267282	0.09975525557	0.09887173851	0.08961696361	0.1111963469	0.1005790553	0.09112143523	0.09805541831	0.08319712464	0.09034725941	0.08170292493	0.08577056786	0.07178131427	0.06319027497	0.0546657871	0.05251082531	0.04296302245	0.07158638258	0.02697774747	0.04022173879	0.07995938961	0.08808914426	0.09782134393	0.1304355445	0.1241925739	0.1389799046	0.1144265069	0.1434265096	-2.425288498	-1.81972913	-1.302701105	-0.8807286775	-0.5013306276	-0.3218078883	-0.3133263011	-0.3094808722	-0.3095943673	-0.288091455	-0.2354932398	-0.1564927332	-0.05737035861	0.03907429796	0.1260026599	0.1729916408	0.2104547703	0.2466807604	0.2867100203	0.3298028296	0.3746462577	0.424683934	0.44726214	0.4349220584	0.4200142112	0.4086991325	0.3981128095	0.3973983679	0.4074270455	0.4213292241	0.4397288884	0.4576121555	0.4650922839	0.4699801234	0.4752858402	0.480027253	0.4687541546	0.472167344	0.4738254536	0.4712959448	0.466770201	0.4552180681	0.4290982968	0.3923103081	0.356607151	0.3275058576	0.3085087528	0.2997609595	0.2988353749	0.2976117999	0.3001782516	0.2980985443	0.295131248	0.279553697	0.2698681604	0.2589084594	0.2467233622	0.2346859513	0.2341371699	0.2197391615	0.1992452951	0.1774320084	0.1507331162	0.1125947415	0.07188464683	0.02474074954	-0.02914858073	-0.09334538171	-0.1750458507	-0.2811815444	-0.4087229237	-0.561616445	-0.7276264453	-0.9216791388	-1.109641565	-1.302300034	-1.510207827	-1.704055226	-1.866837637	-1.997455308	-2.085036521	-2.149823619	-2.179918138	
194831	-0.6953781004	-0.6240191757	-0.557455581	-0.4893115488	-0.4328026391	-0.38311396	-0.3401093541	-0.2937208002	-0.2624713064	-0.2309537722	-0.2003341647	-0.1771149043	-0.1592974405	-0.1329362645	-0.1163174119	-0.09335899668	-0.0840583047	-0.07188006726	-0.05597327898	-0.04366023927	-0.03108408541	-0.02654407589	-0.01569743072	-0.005597933255	0.003317524394	0.01047849473	0.0204169977	0.01910738576	0.03072336327	0.03947542909	0.03777424726	0.0453759222	0.05023474606	0.05291893396	0.05881671121	0.06715000491	0.05656883836	0.05952702722	0.06410482522	0.06284795406	0.07000862824	0.06650841017	0.06965333553	0.07704696914	0.0797647465	0.08758452509	0.09276577185	0.08960060662	0.09339940672	0.09590369737	0.09380771859	0.0813099858	0.1041035851	0.09686189931	0.09185185732	0.0945297903	0.09968281743	0.09952055888	0.08961597962	0.1107660454	0.1009002362	0.09203531146	0.09830658686	0.08290728772	0.09028448359	0.08152296515	0.08670001858	0.07226771808	0.06389495201	0.05444996387	0.05303731543	0.04159164108	0.07246964025	0.02507710348	0.04035102723	0.08272191401	0.08755978599	0.09753280938	0.1297741651	0.1230335174	0.1402018975	0.1160554687	0.1434241968	-1.692894245	-1.198472438	-0.8080430271	-0.4404442308	-0.1165363015	0.06943618853	0.04064351184	-0.01172481811	-0.03970458915	-0.05742023352	-0.04358977742	0.003157301396	0.07979331543	0.158210439	0.2343422428	0.2839927602	0.30722329	0.3301588241	0.3606840806	0.3953551389	0.4327402303	0.472586969	0.5005789697	0.4881579247	0.4717362083	0.455875575	0.4399365059	0.435967097	0.4396278309	0.4491119096	0.4646652249	0.4807405201	0.4893931897	0.4918438746	0.4946900815	0.4972667134	0.5215966649	0.5217371454	0.5205430682	0.5157683325	0.508331781	0.4966159594	0.4723398756	0.4350503541	0.3987792962	0.3684377962	0.3487166602	0.3375928202	0.3349467625	0.3326033266	0.334704317	0.3332966696	0.3311471611	0.3155456546	0.305228293	0.2937524678	0.28107408	0.2698056965	0.269981909	0.2593721727	0.2399167793	0.2188100564	0.1939586247	0.1571680033	0.1168077052	0.06903315527	0.0170251421	-0.04731297244	-0.1247795683	-0.2279718128	-0.3529114311	-0.5035310524	-0.6682303489	-0.8595499872	-1.047121223	-1.234747571	-1.429145399	-1.620022163	-1.779037896	-1.905045074	-1.989317013	-2.053054607	-2.083896831	
195080	-0.6853807038	-0.6249444889	-0.5556545131	-0.492390005	-0.4322555092	-0.3842719541	-0.3421399061	-0.2955100586	-0.2640562561	-0.2316619948	-0.2005746943	-0.177910543	-0.1610836097	-0.1336016572	-0.11648235	-0.09679908597	-0.08317668471	-0.07106721662	-0.0579124691	-0.04402642493	-0.03081138609	-0.02724159029	-0.01697322595	-0.006659574509	0.003978150503	0.009534143812	0.01945346699	0.01899826261	0.03013019309	0.03893731732	0.03657089789	0.04505785804	0.05112098339	0.05199551144	0.0580072203	0.06686774779	0.05652644395	0.05978993099	0.06385134543	0.06316256812	0.06993352934	0.06637254538	0.06948465867	0.07711234598	0.08005741158	0.08777853646	0.09318011432	0.09010692298	0.09355722775	0.09609183345	0.09434797666	0.08166594737	0.1045633595	0.09745789545	0.09191901342	0.09518448789	0.1003894157	0.0999192445	0.09013894848	0.1113095221	0.1010597699	0.09153608362	0.09853015787	0.08259417007	0.0913013322	0.08224691031	0.0866184048	0.07218424225	0.06381583499	0.05548100358	0.05397784957	0.0421577459	0.07216043378	0.02824362222	0.04097122463	0.08195536039	0.08944711676	0.09872242279	0.1312841845	0.1252149557	0.140058584	0.1145787074	0.1446304714	-1.714389271	-1.231357882	-0.8210716262	-0.4949074564	-0.1697600614	0.07281065527	0.07468548165	0.02753444983	-0.004138900484	-0.02290624038	-0.02588682156	0.01188934279	0.08125034232	0.1572838322	0.2365242791	0.2868067196	0.3155029924	0.33852819	0.3650845543	0.3975012242	0.432101607	0.4719956465	0.5044969931	0.5005600531	0.4835790966	0.467677795	0.4523652687	0.4459116113	0.4467601454	0.453244799	0.4669218524	0.4837148309	0.4936248295	0.496707319	0.49907677	0.5018280699	0.5085030085	0.5067819109	0.5066377278	0.5016935023	0.4931748212	0.4816336768	0.4619863921	0.425521971	0.3900907727	0.3607230474	0.3408544569	0.3292328502	0.3255680224	0.3217786788	0.3240019499	0.3229008345	0.3223455281	0.3067380809	0.2953673469	0.2836587855	0.2704393614	0.2565776857	0.2566852112	0.2493817982	0.2309085378	0.2111327012	0.1861995689	0.1485187643	0.1066991535	0.05785251856	0.002366008542	-0.06213418706	-0.1401835842	-0.2427225372	-0.3658643097	-0.5193551636	-0.68630795	-0.8797915042	-1.069442639	-1.261209988	-1.450311664	-1.637647186	-1.794307285	-1.922293869	-2.007192889	-2.073080515	-2.105534409	
195330	-0.6890864188	-0.6218820078	-0.5556567444	-0.493035159	-0.4346799153	-0.384738739	-0.3401087733	-0.2971025642	-0.2635698457	-0.229531683	-0.1973781811	-0.1763944815	-0.159168657	-0.130511726	-0.1139366012	-0.09244401917	-0.08132183128	-0.06901528318	-0.0545078178	-0.04219145485	-0.03067490966	-0.02426151617	-0.01474685227	-0.004200383274	0.006295438679	0.01104987817	0.02133391291	0.02124422975	0.03241701028	0.04019291194	0.03882906065	0.04739714379	0.05172665075	0.053546494	0.0597428721	0.06847855894	0.05738651266	0.06106278058	0.06553536853	0.0636286954	0.07084013263	0.06797764304	0.07040332278	0.07792553307	0.08112352184	0.08851106161	0.09393855159	0.09063738049	0.09399335148	0.09725824225	0.0954191204	0.0825620475	0.1048216901	0.09811301145	0.09299231553	0.09566570163	0.1008838151	0.1008239588	0.09077384541	0.1125932862	0.1016607862	0.09225202925	0.09985591586	0.08407786087	0.09095861506	0.0834253818	0.08776232569	0.07262996751	0.06432634528	0.05558881405	0.05415196886	0.04450559436	0.07450562013	0.02699318622	0.04143712445	0.08431083322	0.0885399628	0.09981526004	0.1321778604	0.126368972	0.1412830962	0.1165480532	0.1449670248	-1.532270815	-1.092380421	-0.7116424782	-0.3973157175	-0.1063201019	0.1577175963	0.1911379025	0.1259973564	0.08229056524	0.04240438059	0.03143261421	0.06075352637	0.1134362071	0.1846579908	0.2606536705	0.3199819589	0.3425395333	0.3649501463	0.3870841017	0.4177134152	0.4468531507	0.487034996	0.5194772235	0.5231262993	0.5020777657	0.4872012361	0.4691809681	0.4593724047	0.4583023659	0.4626176193	0.4751529524	0.4920788542	0.5017056434	0.5056672377	0.5073110129	0.5081191843	0.5187329429	0.5162620168	0.5160627386	0.5088802799	0.4999553514	0.488005882	0.4704936395	0.4358486634	0.4004740351	0.3709892541	0.3503588495	0.3385570933	0.332830797	0.3287943805	0.3299839752	0.3295171902	0.3298697867	0.3152677426	0.3034997569	0.2914964214	0.2774926001	0.2640629525	0.2633275253	0.2588225712	0.2420587763	0.2220578223	0.1971588938	0.1604107009	0.1172069394	0.06676121669	0.01196508089	-0.05440488887	-0.1302367463	-0.2297417092	-0.3546624738	-0.5080026222	-0.6743334319	-0.8683676703	-1.059585647	-1.249932629	-1.43641841	-1.618085732	-1.77456639	-1.900098882	-1.985481323	-2.053361969	-2.087728594	
195581	-0.6827933718	-0.6166835627	-0.5546269362	-0.490851324	-0.4333469092	-0.3847391924	-0.3401090637	-0.2967552238	-0.262470899	-0.2297000778	-0.2008188702	-0.176974183	-0.1592972524	-0.1306339141	-0.1162058812	-0.09432028893	-0.0829451136	-0.06957154244	-0.05522137342	-0.04237550265	-0.02999496333	-0.02492713694	-0.01537017639	-0.005626904828	0.004582066329	0.01182252104	0.02032180336	0.02031089881	0.03173939863	0.04005410676	0.03864213366	0.04639657938	0.05188167165	0.05382452153	0.05988562736	0.06786478251	0.05820361716	0.06187269826	0.06573275765	0.06485649561	0.07187531386	0.06857976116	0.07129537764	0.07891167912	0.08170537059	0.08989120547	0.09473196011	0.09136015903	0.09484245238	0.09788783473	0.09617708788	0.08319610442	0.1062279647	0.09900225978	0.09386472343	0.09676784397	0.1017996295	0.1014035639	0.0923419022	0.1132559285	0.1035036899	0.09396505998	0.100037257	0.08561501214	0.09347527032	0.08419283108	0.08827146253	0.07475773653	0.06635656416	0.05704478142	0.0560008285	0.04548603086	0.07566277126	0.02985280378	0.04389351251	0.08482351056	0.09163826668	0.1009090724	0.1335697335	0.1272088829	0.1434134209	0.1182983628	0.1482342114	-1.318655976	-0.9011855116	-0.5363095016	-0.2320781114	0.03770985846	0.2836003352	0.2748009799	0.1965329824	0.1292762671	0.08705372876	0.07204103866	0.09837928273	0.1475226263	0.2181308156	0.2901708948	0.3469798673	0.368150669	0.3866681974	0.4067996888	0.4351710946	0.464994026	0.5024441973	0.5350041033	0.5329625371	0.5111788986	0.4933274578	0.4746235604	0.463816147	0.462499167	0.4684506845	0.4804678208	0.4965472328	0.505314811	0.5083400914	0.5090595961	0.5107581471	0.5424548296	0.5399563353	0.5389147504	0.532489827	0.5240769502	0.5122545253	0.4953301598	0.46016938	0.4252192264	0.3954019006	0.3745542104	0.3621112321	0.3571203675	0.3528098836	0.3546753779	0.3536163394	0.3534940833	0.3389959773	0.3270376116	0.3151759127	0.3010852417	0.2876842022	0.2876761556	0.2830558095	0.2655473301	0.2458395839	0.2217951687	0.1836005398	0.1419581233	0.09143046793	0.03766252326	-0.02745206448	-0.1039501314	-0.2034995366	-0.3271686067	-0.479268904	-0.6455501066	-0.838443312	-1.028367762	-1.217121992	-1.400992699	-1.584010125	-1.740394929	-1.864408639	-1.949694925	-2.017335723	-2.051862072	
195831	-0.6865032737	-0.6197446848	-0.5520596219	-0.493035159	-0.4352256174	-0.3768436151	-0.3329886188	-0.2879942055	-0.2581955759	-0.2259764432	-0.1969803173	-0.1734974001	-0.1568513692	-0.1269344818	-0.1112773214	-0.09001018885	-0.0787228615	-0.06627719802	-0.05292322007	-0.03863034057	-0.0260793151	-0.0220731444	-0.0118058369	-0.001570802661	0.008324837714	0.01453461649	0.02333376706	0.02320357341	0.03415229119	0.04346959578	0.04099573029	0.04977308474	0.05451068781	0.0571587483	0.06271122641	0.07112735054	0.05987569329	0.06360332503	0.06763232136	0.06664709919	0.07358914383	0.07006017739	0.07312475117	0.08008504233	0.08329203571	0.09088364394	0.0961279071	0.09322211198	0.096638718	0.09940221598	0.09747219804	0.08479907121	0.1074387534	0.1002223165	0.09500753044	0.09790478561	0.1032122231	0.1027421708	0.09275358958	0.1146989731	0.1038254185	0.09497462515	0.1017130493	0.08594765257	0.09432623019	0.08489695481	0.08949911313	0.07556655005	0.06581012915	0.05739933963	0.05647103912	0.04626989241	0.07711811399	0.02922221943	0.04361005343	0.08641285906	0.09004699738	0.1023110485	0.1328378316	0.1276560474	0.1442030603	0.1181452112	0.1463413591	-1.051976773	-0.6699844937	-0.3506083702	-0.05074921798	0.2279356962	0.4209236363	0.33851666	0.2578380658	0.1792102095	0.1261868245	0.1114189562	0.1393015049	0.1924208342	0.2591122744	0.3290123345	0.3712081795	0.3912138805	0.4005644144	0.424428376	0.4527604568	0.4818697081	0.5193237981	0.5445399134	0.5329283291	0.5101117177	0.4907064889	0.4717372138	0.4627886295	0.4625412312	0.4687095065	0.4817768252	0.4961772956	0.5032824704	0.5054373945	0.5071611094	0.5079149039	0.5549363171	0.5526062994	0.5493170501	0.5439858524	0.5335380919	0.5210273192	0.5026296593	0.4649750824	0.4288062109	0.3982494875	0.3775278332	0.3647972518	0.3601440875	0.3559526313	0.3571450469	0.35626582	0.3550623519	0.3398192833	0.3283044894	0.3163989621	0.3025756496	0.2889067377	0.2895177475	0.2827532438	0.2644029218	0.2440020801	0.2192656194	0.1808190728	0.1396145869	0.0902949812	0.03588526144	-0.02749390612	-0.1053169218	-0.2051735891	-0.3299124953	-0.4826616753	-0.6470591929	-0.8392825874	-1.028690413	-1.216931411	-1.40394676	-1.589531631	-1.745719978	-1.872634508	-1.955655676	-2.023506907	-2.054907646	
196080	-0.6927997628	-0.6188198996	-0.5564244142	-0.4893110474	-0.4328009906	-0.3807910675	-0.3380754459	-0.2944136	-0.261187777	-0.2281095275	-0.1995391036	-0.1760340061	-0.1584390078	-0.1298451155	-0.1142674852	-0.09229316979	-0.0808119414	-0.06948537811	-0.05482465995	-0.04120017757	-0.02842951667	-0.02391236589	-0.01376562919	-0.00487117549	0.006295691489	0.01294223946	0.02204055008	0.0219813629	0.0332226346	0.04019315012	0.03897994856	0.04822066194	0.05271536799	0.0550389803	0.06087877657	0.06881823235	0.05895248753	0.06318981512	0.06692511425	0.0655085995	0.07282244242	0.06930971149	0.07241501476	0.07972703851	0.082609665	0.09065898888	0.09597006164	0.09281239883	0.09641794518	0.09911858808	0.09715553768	0.08483265686	0.107340813	0.09999116953	0.09450205723	0.09787009406	0.1031774572	0.102127959	0.09301499493	0.1140771246	0.1037863019	0.09438992503	0.101322151	0.08594780719	0.09400162421	0.08498602007	0.08882467612	0.07489689863	0.06690379643	0.05828901819	0.056295873	0.04474569342	0.07537223968	0.02891014542	0.04459171448	0.08564448974	0.09027904724	0.09922081375	0.1327205145	0.1275251691	0.143735968	0.1191300711	0.1468599187	-0.9608822993	-0.5671283588	-0.2451853522	0.01963710983	0.2990240625	0.4615724133	0.3693635189	0.2707300292	0.1968631656	0.1414275496	0.1280996786	0.1571079079	0.2114588115	0.281279124	0.3481562252	0.3854511692	0.3992735901	0.414972501	0.4374672641	0.4647657871	0.4948596751	0.5314312726	0.5563709836	0.5422374262	0.5182401038	0.49906243	0.4798705115	0.471985432	0.4726456656	0.4788839684	0.4916332247	0.5072595081	0.5134590441	0.5158416578	0.5160658261	0.5173390887	0.5417322255	0.5381569065	0.5372161313	0.5312223091	0.5229361699	0.5105572243	0.4872883496	0.4493361669	0.4130448732	0.3835333169	0.3620278837	0.3509925912	0.3474628737	0.3434010896	0.3452877273	0.3439736594	0.3425417521	0.3271206853	0.3163646273	0.3044780186	0.2915713894	0.2786292804	0.2796042248	0.2706798039	0.2507022257	0.2300732454	0.2058607649	0.1688611523	0.1281448327	0.08168697086	0.02774700694	-0.03571576875	-0.1127088393	-0.2138753554	-0.3385215302	-0.4899158361	-0.6527749798	-0.8446209707	-1.03151395	-1.218750283	-1.410688609	-1.598198932	-1.754189992	-1.878211533	-1.962319716	-2.02674725	-2.05475264	
196330	-0.6865053672	-0.6145436178	-0.5538570999	-0.4893108802	-0.4314668855	-0.3784677337	-0.3360410848	-0.2913762013	-0.2595988072	-0.2249936092	-0.1949742652	-0.1748745527	-0.1566510106	-0.1267530505	-0.1129376003	-0.09092587329	-0.07932684918	-0.06798845345	-0.05248798386	-0.0406123856	-0.02791748254	-0.02340488386	-0.01233979792	-0.002381359064	0.007560899765	0.01326575125	0.02253471876	0.02280459564	0.03353925309	0.04257140442	0.04033620601	0.04834400326	0.05299952639	0.0559450071	0.06167127484	0.0701746768	0.05926664905	0.06319006375	0.06688439729	0.0659812622	0.07296336209	0.06989696298	0.07235978814	0.07976175748	0.08271031142	0.09053252377	0.0958122325	0.09252941434	0.09629385576	0.09896190602	0.09741305093	0.0843195549	0.1072761485	0.09982727511	0.0951768772	0.09766393601	0.1029997632	0.1020181207	0.09245467078	0.1147749037	0.1040240116	0.09425769562	0.1007077173	0.08641083097	0.09358106935	0.08453569761	0.08899458436	0.07403500974	0.066708412	0.05807598932	0.0560910185	0.04598809704	0.07508151404	0.02858590716	0.04391987839	0.08513156014	0.08952056541	0.1013130017	0.1338057989	0.1275256309	0.1432688211	0.1176858946	0.1463418731	-0.8185244593	-0.4679438704	-0.1914196231	0.07701915035	0.3287215436	0.5325934967	0.4598805266	0.3568330296	0.2722243431	0.2083044281	0.1762469316	0.1972553734	0.2464743004	0.3057520934	0.3762509701	0.417222192	0.4318006924	0.4461346943	0.4637169877	0.4895958966	0.5178045004	0.5520034666	0.582317605	0.5712767927	0.5491199315	0.5286076428	0.509396222	0.4971516252	0.4947468555	0.4999928507	0.5113825764	0.5263696811	0.5340310914	0.5356637087	0.535078553	0.5364470868	0.5292632048	0.526107425	0.5243503075	0.5178113962	0.508441091	0.4964305892	0.4759828768	0.4390910515	0.4028593171	0.3730078791	0.3519714036	0.3396207192	0.3358371806	0.33198216	0.3341475572	0.3332363948	0.3330212856	0.3177467975	0.3064913624	0.2947448264	0.2819915983	0.2689938639	0.2696528705	0.2635189835	0.2450702004	0.225575602	0.2010950245	0.1638880383	0.1235686506	0.07509521198	0.02178555763	-0.04150442139	-0.118184055	-0.2179834174	-0.3425218364	-0.4922409129	-0.6553193629	-0.848235579	-1.035538081	-1.223517669	-1.408170891	-1.593141354	-1.748991393	-1.873483354	-1.956367801	-2.021040735	-2.052009851	
