Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1350259	2.585422369	2.663807839	2.736458183	2.787055396	2.842608819	2.892628737	2.932453313	2.972739232	2.993667783	3.02037299	3.045017473	3.066613952	3.083905839	3.132629698	3.157082648	3.192449563	3.215702097	3.245625063	3.281352474	3.317792355	3.36270909	3.384710481	3.416820144	3.449123042	3.48412895	3.50208478	3.527224183	3.539528755	3.570280911	3.596818059	3.59379667	3.600907904	3.603980222	3.590890219	3.583743467	3.585929616	3.369395038	3.376484783	3.375901121	3.367720882	3.379320352	3.377142396	3.362179847	3.362777667	3.366330649	3.362334138	3.382730224	3.380518245	3.401171068	3.412482055	3.425368589	3.385876162	3.426029754	3.40315882	3.375585912	3.339993861	3.33513575	3.298717857	3.25986267	3.281896448	3.235132421	3.189137353	3.166681863	3.102892343	3.061969844	2.995953324	2.92127773	2.794276909	2.668752419	2.53042996	2.394228727	2.219994098	2.084893594	1.819163133	1.623240478	1.483657406	1.34057368	1.220299086	1.183169821	1.108538069	1.115617098	1.070997213	1.128843466	1.524432151	1.443450535	1.406482669	1.314746355	1.280651209	1.252929226	1.22027056	1.199219466	1.165139142	1.139111092	1.120094572	1.091088033	1.066766045	1.046093514	1.02729286	1.013891142	0.9958921775	0.9788663722	0.9629248644	0.949105537	0.9339946239	0.9212315554	0.9071009733	0.8930994395	0.8775525496	0.8681074446	0.8568533959	0.8452765722	0.8355631407	0.8235668555	0.8157199823	0.8074612825	0.7993974324	0.7912319861	0.7844519206	0.7771981142	0.7737792158	0.7624948484	0.7537679464	0.7448968226	0.7362213014	0.7281392477	0.7191302168	0.7114419852	0.7073484221	0.7061893181	0.7065103871	0.7056330429	0.7042031559	0.7013245196	0.698021244	0.6958853042	0.6931388218	0.6876223996	0.6853034425	0.6830121241	0.6821254725	0.6859408124	0.6920291677	0.6964808498	0.695435283	0.690574027	0.6810133136	0.6644998015	0.6504562141	0.634689658	0.6193726039	0.6050706956	0.593510443	0.577718707	0.5661352516	0.5533871083	0.5367599531	0.5260103532	0.5146302433	0.5095953539	0.5168588841	0.5255918711	0.537362754	0.5499957245	0.560475634	0.5691357316	0.5739616549	
1350509	2.506830656	2.616609767	2.722465662	2.811955009	2.907600262	2.981791141	3.052055707	3.114292247	3.152053493	3.194414739	3.230401783	3.255646904	3.265753407	3.312649436	3.317989495	3.332591349	3.336418975	3.337838124	3.343144958	3.349400433	3.359976157	3.346735957	3.345006796	3.343909428	3.349872342	3.343099909	3.349347771	3.348895425	3.370617916	3.39740776	3.402140991	3.424314068	3.450892185	3.465982529	3.49093869	3.528696535	3.530085078	3.516330749	3.490776112	3.454217581	3.433323726	3.397667509	3.347763581	3.313134529	3.283245493	3.249678609	3.241888018	3.218963497	3.220505362	3.219438563	3.223218137	3.185650858	3.229454959	3.219108086	3.209879394	3.198737888	3.219617466	3.215908715	3.209455776	3.265765062	3.25369882	3.239371501	3.249100344	3.210280438	3.190679947	3.143929285	3.08128444	2.957112608	2.830848603	2.688133123	2.544229171	2.356733176	2.202968454	1.911309441	1.68945194	1.517228359	1.343686336	1.185165337	1.113993685	1.007755099	0.9819173116	0.9076430188	0.9423612451	1.519007759	1.457832846	1.381862903	1.331175065	1.290213221	1.25917866	1.22643352	1.198060124	1.174881362	1.141147606	1.120976831	1.095047746	1.069657517	1.051493502	1.026106909	1.01389053	0.9968672292	0.98064411	0.9679852283	0.9506947998	0.9367891298	0.9232224853	0.9083006294	0.8947885026	0.8811699455	0.8695547767	0.8586617407	0.8465440976	0.8375335391	0.8265258455	0.8174603973	0.8084118986	0.8015695406	0.7932372015	0.7855495025	0.7782239128	0.7766778525	0.7648061592	0.7555082075	0.7470366368	0.7389057602	0.7309203684	0.7218480427	0.7139129937	0.7101468872	0.708558174	0.7090146789	0.7082941718	0.7064669521	0.7044483547	0.7016349647	0.6987786316	0.6958788769	0.6903331763	0.68860196	0.6857854772	0.6851571203	0.6890510349	0.6952083619	0.6995572722	0.6990300725	0.6942339764	0.6843334592	0.6677140673	0.6531737926	0.6378554313	0.6215800357	0.6082938115	0.5949284858	0.5804252532	0.5687773509	0.5558844057	0.5387227561	0.5281817474	0.5176106339	0.5114435905	0.5197129712	0.5292279634	0.5375591342	0.5523342151	0.5623959166	0.5702960666	0.5802212088	
1350761	2.46251414	2.547294152	2.624301222	2.676391801	2.74746602	2.809674209	2.862066093	2.912247482	2.95318149	3.002165095	3.055582312	3.100631104	3.142512829	3.218798244	3.267825555	3.324444329	3.365891672	3.404671299	3.447191468	3.481619526	3.520753225	3.528487542	3.544452886	3.554893388	3.567871402	3.561304802	3.558826516	3.543701638	3.549334379	3.552479382	3.526455358	3.515745538	3.504433266	3.479311505	3.463758668	3.461649137	3.461719547	3.485906343	3.499885126	3.49919217	3.513052533	3.509118831	3.488459994	3.477457797	3.466727814	3.444534222	3.443969469	3.418022816	3.414195333	3.40115531	3.390101805	3.328775642	3.346297595	3.305733905	3.263417714	3.217340842	3.202241207	3.162374656	3.122218436	3.146455228	3.106332906	3.069348347	3.060701543	3.013162739	2.991953426	2.948531007	2.896910038	2.796445747	2.69519053	2.580923028	2.469437988	2.314570807	2.196778739	1.943391567	1.756672035	1.618309931	1.478749549	1.351980553	1.29982927	1.216224305	1.2023487	1.13709754	1.173862351	1.552877247	1.447196282	1.373682688	1.331169267	1.284837689	1.263683629	1.222628691	1.204536344	1.170241947	1.147629344	1.121282445	1.091334062	1.072751108	1.045925411	1.029660758	1.016150972	0.9978416039	0.9807163686	0.9654246213	0.9522376781	0.9367881562	0.9238305948	0.909539924	0.8953369497	0.8806644398	0.870043487	0.8577559983	0.8473896282	0.8383328782	0.8257870085	0.8178034596	0.8097075491	0.8015817146	0.7938012353	0.7869438135	0.7787440525	0.7791692669	0.7666587578	0.7572835767	0.7487695702	0.7401364365	0.7314983437	0.7225688601	0.7148406243	0.7107027551	0.7091040727	0.7097295933	0.7089949067	0.7069691875	0.705504863	0.701616998	0.6991157465	0.6965584342	0.690693956	0.688600422	0.6864824649	0.6858647188	0.6897526701	0.6945724195	0.6999147138	0.6992020567	0.6952310568	0.6843086072	0.6686491495	0.654305253	0.6377785945	0.6234070815	0.6085139128	0.5965922421	0.5807529232	0.5690913447	0.5562349864	0.5399185584	0.5306704448	0.5180217614	0.5120642455	0.5198374688	0.5285644345	0.5392024013	0.5522363927	0.5638064919	0.5715100528	0.5780178854	
1351010	2.607057544	2.702174337	2.789273062	2.858613655	2.927594265	2.98782364	3.029470787	3.070635293	3.085254611	3.106093082	3.130064098	3.139498594	3.140547814	3.177397933	3.185286602	3.204061758	3.209869937	3.213929176	3.22868973	3.246068987	3.267520033	3.270538834	3.286231386	3.307470961	3.338731316	3.359208945	3.392869065	3.417707128	3.464085978	3.511167717	3.529904473	3.560441678	3.589428522	3.601171209	3.617897354	3.64252495	3.421495986	3.410268815	3.389936602	3.360605673	3.348979842	3.326441918	3.291651219	3.274985105	3.265253489	3.253549605	3.269222865	3.269036389	3.29418887	3.31517585	3.340455649	3.318049472	3.375490549	3.37113933	3.363679016	3.348203277	3.360915931	3.342781197	3.318501405	3.353466662	3.316386142	3.277909968	3.259811481	3.197240892	3.154127242	3.086607041	3.006107301	2.870126101	2.733311631	2.584726412	2.435474595	2.244809069	2.091572627	1.804009379	1.587496186	1.423151586	1.26306514	1.119896715	1.06491367	0.9804023366	0.9761442381	0.9280021504	0.9888491101	1.515669825	1.44002708	1.392339131	1.331177964	1.287208833	1.261030406	1.230241601	1.197136039	1.175350545	1.144312696	1.119787844	1.098764186	1.073163955	1.051831062	1.033767127	1.0175669	1.001134335	0.9837531635	0.9689771677	0.9547196389	0.9390758332	0.9272370778	0.910823135	0.8987196326	0.8832850711	0.8734508178	0.8609279188	0.8520320277	0.8406952226	0.828724102	0.8198490149	0.8125892921	0.8039648428	0.7963178101	0.7893033914	0.7814777769	0.7774116209	0.7659545031	0.7570822093	0.7480636859	0.7396920506	0.7312664856	0.7227802561	0.7154090213	0.7116326712	0.7098351279	0.7106262581	0.7096685734	0.7080097139	0.7058009153	0.7024516739	0.7006419169	0.6970358482	0.6918811212	0.6894285122	0.6871839065	0.6867733227	0.690116863	0.6959285301	0.7004665207	0.699098539	0.6954117512	0.6847009395	0.6686520049	0.6540812498	0.6382823138	0.6236610109	0.6090732308	0.5965953956	0.5813476481	0.5700856176	0.5566107104	0.5403150962	0.5294871026	0.5185020311	0.5135702448	0.5193719442	0.5288951994	0.5409829914	0.5533444229	0.5649003046	0.572068618	0.579587801	
1351260	2.441487539	2.541076554	2.641949399	2.717071149	2.815071774	2.890974319	2.972796476	3.043721547	3.103908432	3.168028947	3.224917023	3.272091491	3.307281796	3.372780934	3.404540822	3.436511068	3.454138217	3.46760492	3.480303197	3.491703809	3.508967587	3.494819425	3.49252103	3.486906719	3.48587519	3.469535077	3.464815677	3.447652027	3.453721316	3.460605092	3.443557766	3.442994346	3.44452671	3.43570675	3.437302349	3.455103524	3.535244419	3.542232267	3.535321092	3.514598253	3.506914437	3.480413628	3.43570797	3.402653023	3.370808488	3.330751088	3.315443407	3.280624178	3.270436651	3.25410476	3.24149283	3.18483227	3.20933075	3.177628609	3.147943207	3.11599055	3.116036758	3.094055869	3.073286214	3.116828767	3.098072915	3.083123169	3.095311064	3.066849631	3.062920296	3.033521053	2.992574288	2.893686436	2.790744176	2.674327001	2.553252638	2.389555804	2.25635821	1.981560274	1.777200249	1.616609531	1.452152302	1.299159658	1.227430921	1.119664146	1.087793514	1.009050689	1.034841237	1.515578976	1.46123559	1.392291783	1.337687364	1.28063582	1.256506869	1.227157057	1.205699379	1.172554529	1.151177449	1.123695751	1.099260323	1.073155254	1.054780527	1.035084042	1.016598161	1.004147151	0.9875289772	0.9698456355	0.957851219	0.9419400687	0.9285601979	0.9144420871	0.900420653	0.8864048393	0.8744116142	0.8636378268	0.8532939755	0.8430520059	0.8309348567	0.8232879098	0.8151676618	0.8060672238	0.7985890322	0.7906331859	0.7830048153	0.7808453446	0.7686722638	0.7594627284	0.7512624652	0.7425622091	0.7343126327	0.7250923373	0.7170890998	0.7132525403	0.7122155928	0.7122322864	0.7115934265	0.709891536	0.7076911975	0.7039564999	0.7023108295	0.6996009224	0.6941451768	0.6922228576	0.6892332949	0.6897611907	0.6926197492	0.6986918258	0.7036862218	0.7022541998	0.6979563941	0.6880374856	0.6716677434	0.6579020038	0.6415794851	0.6264115586	0.6122006272	0.5991596017	0.5846646995	0.5723604971	0.5598197182	0.5430156978	0.532478934	0.5209336117	0.516029858	0.5246035225	0.5308633579	0.5426152921	0.5569110611	0.5659734469	0.5755970358	0.5813908918	
1351510	2.567629678	2.660700447	2.724003575	2.777751527	2.840700839	2.889956552	2.940005547	2.96895311	2.994782589	3.027507516	3.053792202	3.073529832	3.08772579	3.137322272	3.160541308	3.194498719	3.218796963	3.24769274	3.28387262	3.325240658	3.369016425	3.391712077	3.425121804	3.454337978	3.491205684	3.508168928	3.530241793	3.540213139	3.570100702	3.59282127	3.588380664	3.594914607	3.597293206	3.583899786	3.578015489	3.581313053	3.36245866	3.370308745	3.371581511	3.36501136	3.377514536	3.377002285	3.36410601	3.36635918	3.372247094	3.370834533	3.393070389	3.39340542	3.415073778	3.427073935	3.440650779	3.400041513	3.438565363	3.413074579	3.382843052	3.344284249	3.335233367	3.296368328	3.254700831	3.274945307	3.226496992	3.178859783	3.155053546	3.089653818	3.047905843	2.979396568	2.904204556	2.776786265	2.649024856	2.511664177	2.374690511	2.201927909	2.067295039	1.801879329	1.609399373	1.469508112	1.330245632	1.208788093	1.17242215	1.103062738	1.106844637	1.064262918	1.125841001	1.47859482	1.468472928	1.392326219	1.344262568	1.290210423	1.261027295	1.226432781	1.205120459	1.175816861	1.1483861	1.118287119	1.095046359	1.070064002	1.049043952	1.030982417	1.016376887	0.9968663509	0.9855304263	0.9672878819	0.952377095	0.9397643253	0.9252690224	0.9096001991	0.8970413755	0.8843099638	0.8719817965	0.860925031	0.849920473	0.839498615	0.8272459576	0.8198681533	0.8113139103	0.8033349191	0.7960619206	0.7882484459	0.7815395099	0.7815834616	0.7698085444	0.7607864578	0.75192179	0.7440042342	0.7354762666	0.7262392054	0.7184167771	0.7145880255	0.713679987	0.7134904228	0.7121101769	0.7109516132	0.7085520518	0.7048446541	0.7026555929	0.699982812	0.6940961421	0.6918644601	0.6894533893	0.6884866254	0.6923871745	0.6979593304	0.7035438279	0.7020663294	0.6984294578	0.6876778347	0.6707864018	0.6575293913	0.6411604798	0.6256421666	0.6112287563	0.5991866885	0.5840546906	0.573366766	0.5594554544	0.5430249666	0.5328843632	0.5212315748	0.5156930059	0.5228223208	0.5325307214	0.5417032296	0.5556824468	0.566309882	0.5744446001	0.5795399621	
1351762	2.532281078	2.637934382	2.747387849	2.834791799	2.931405209	3.011957131	3.08736878	3.144750403	3.185140152	3.225090705	3.25893538	3.27627155	3.285289764	3.327130408	3.334379109	3.348533271	3.349869335	3.350541938	3.353998294	3.359731239	3.37095496	3.359180736	3.355736357	3.355462126	3.361242507	3.35538597	3.362801594	3.362458255	3.386651843	3.414107711	3.419759327	3.442640345	3.467156555	3.480675119	3.503729129	3.540032403	3.524998683	3.511748307	3.48649063	3.449771975	3.428607432	3.392328647	3.341919197	3.306652612	3.275531707	3.240100282	3.231894417	3.207042276	3.208437279	3.207434916	3.21214367	3.174587922	3.219422196	3.210283587	3.202501212	3.191181249	3.21311916	3.20977142	3.205382356	3.26243245	3.249138761	3.236181251	3.245377323	3.206938235	3.1877289	3.142341268	3.080841363	2.956358093	2.831480156	2.689797819	2.545995667	2.358140496	2.203465569	1.911936383	1.689999374	1.51722706	1.342819364	1.185872708	1.111052805	1.00919853	0.9839013658	0.9094156992	0.9465634291	1.501452709	1.450607899	1.364046092	1.336098992	1.286014151	1.256511019	1.230239013	1.190074202	1.164671327	1.141143624	1.11947677	1.092938036	1.069652772	1.047398487	1.030980056	1.016261449	0.9967738911	0.9807146278	0.9663540696	0.9500344814	0.9360964941	0.9231915825	0.9059557753	0.8942085748	0.8801320024	0.8695555102	0.8573023626	0.8478125994	0.8355409669	0.824669823	0.8167590653	0.8077544608	0.799734711	0.7923870796	0.7855767218	0.7777476665	0.7768870214	0.7647357903	0.7559280326	0.7467681637	0.7390730087	0.7311160073	0.7215846649	0.7140828864	0.710484114	0.7093142579	0.7093396667	0.7084205658	0.7067934418	0.7040382955	0.7007486521	0.6985706283	0.6960447989	0.6908626844	0.688443614	0.6857802788	0.6847781346	0.6882440086	0.6940744692	0.6989415255	0.6980279062	0.6934513597	0.6829306981	0.6675651076	0.653494697	0.6374238773	0.6219462509	0.607220329	0.5951681373	0.5792501217	0.5687704236	0.5551574865	0.5387541358	0.5273052394	0.5159867447	0.5118753983	0.5180422368	0.5274007789	0.5388006492	0.5525543855	0.5607190865	0.5702872793	0.5783515356	
1352011	2.458743614	2.534628611	2.609593316	2.672940345	2.739570607	2.801143697	2.856035887	2.908692809	2.948467698	2.995078191	3.0464777	3.09477862	3.132974194	3.209711905	3.255273037	3.310366039	3.348981137	3.387931161	3.425965701	3.46008986	3.496447719	3.502009825	3.517357192	3.526005489	3.539503328	3.53224529	3.531685565	3.519475179	3.527736969	3.534744095	3.514881806	3.510045152	3.504159929	3.485681312	3.475156911	3.477262699	3.473689942	3.49698717	3.508625955	3.508068971	3.52014258	3.514183769	3.49017841	3.475924339	3.461352907	3.435704914	3.432217833	3.405675497	3.401606933	3.390117242	3.38047188	3.322335402	3.342942039	3.30555481	3.265941859	3.222005467	3.208719677	3.169658935	3.129587657	3.15256223	3.111503109	3.072945691	3.061126696	3.011580475	2.987514973	2.941181057	2.88694372	2.783713727	2.681469843	2.56555022	2.451688507	2.297156435	2.178564753	1.924683274	1.739820112	1.602003463	1.461646298	1.333117277	1.283649485	1.197687055	1.185223518	1.116268633	1.155349195	1.501452709	1.439983723	1.387749865	1.313159653	1.293200296	1.252003976	1.224075684	1.190074202	1.164210166	1.148004857	1.115563788	1.089229181	1.071098119	1.045923288	1.028473739	1.011513674	0.9936675779	0.9807146278	0.9619915432	0.9498964341	0.9346811685	0.9231643251	0.9059362304	0.8936454722	0.8806537528	0.8685803141	0.8573023626	0.8469631621	0.8359596469	0.826171123	0.8163939537	0.8087419673	0.800309693	0.7926551407	0.7852945847	0.7779841393	0.7756327347	0.7624405013	0.754863743	0.7455298118	0.7372437694	0.7295435803	0.7196715453	0.7122426928	0.7084579502	0.7073242029	0.7074161859	0.706345615	0.704355734	0.7021903346	0.6990845886	0.6967605839	0.6943785361	0.6890283671	0.68723492	0.6842473806	0.6841082497	0.6874194658	0.6933356098	0.6986440093	0.697010075	0.693651085	0.6820140028	0.6662692112	0.6527900822	0.6366353633	0.6203198805	0.6080208894	0.5946383195	0.5791948551	0.5674274359	0.5551622186	0.5375754117	0.5281744267	0.516111598	0.5103737792	0.5194896841	0.5267402223	0.5363008696	0.5509940188	0.5618072113	0.5694020298	0.5773769632	
1352261	2.631002891	2.725256236	2.810381267	2.878111406	2.952176804	3.003705091	3.053487848	3.090515217	3.110638429	3.133078186	3.153110505	3.167072459	3.173519539	3.211522064	3.217850468	3.237411088	3.244498532	3.254538748	3.268342717	3.286690327	3.31353772	3.3171611	3.334630154	3.356726152	3.388361647	3.407185941	3.437525165	3.459415625	3.503030637	3.546239185	3.561405286	3.588982542	3.615659715	3.625014885	3.639765882	3.663041827	3.395516751	3.385015327	3.364637465	3.335290181	3.325195707	3.30229703	3.267846067	3.250958266	3.240716133	3.228632072	3.244100677	3.243163174	3.267132026	3.288103297	3.31254825	3.290944602	3.348576396	3.346530584	3.341184893	3.327037448	3.342610657	3.324011458	3.301272019	3.335869383	3.297741289	3.258510154	3.241185779	3.177115547	3.133134664	3.063937964	2.9820023	2.845572983	2.710342348	2.559195908	2.410008406	2.221636473	2.067474667	1.782930185	1.570033596	1.409132334	1.248893388	1.110207588	1.056840235	0.9729642617	0.9696944517	0.9188880906	0.9786567748	1.510173735	1.418788678	1.373643947	1.342625787	1.271073822	1.24299991	1.221902996	1.198051796	1.164205833	1.136321027	1.113149339	1.087618965	1.066351207	1.044445981	1.024508429	1.007843014	0.9936653818	0.9759761874	0.9618738419	0.9459210324	0.9338825953	0.9198437192	0.9058555056	0.8908287324	0.8764952759	0.8661550791	0.8550385433	0.8435924797	0.8327926799	0.8213582908	0.8122766752	0.8051715301	0.7970393836	0.7886565907	0.7817775573	0.7747320633	0.773935992	0.7622598035	0.7535432844	0.7437939098	0.7368489242	0.7279169062	0.7186873958	0.7120352276	0.7079298733	0.70656237	0.7070407994	0.7058164613	0.7040064741	0.7013489091	0.69836897	0.6962321182	0.6926018714	0.6875942044	0.6860036651	0.682788293	0.6819188973	0.6850074985	0.691259705	0.6958805484	0.694882295	0.6906070861	0.6801547217	0.6638652658	0.6499675263	0.6339145024	0.6196845826	0.6041905419	0.5928729629	0.5777191393	0.5661275913	0.5537308584	0.5359796292	0.5263914175	0.514552469	0.5093970752	0.5162464572	0.5242547771	0.5355702094	0.5498832371	0.5610368071	0.5676247945	0.5742846559	
1352511	2.449025045	2.547547357	2.634993523	2.712006422	2.803670712	2.87396719	2.954073556	3.020346486	3.075593418	3.133755909	3.192948397	3.24099564	3.276406517	3.344016438	3.377835552	3.414401677	3.436976661	3.45297503	3.468751588	3.48377877	3.500076034	3.488087271	3.487062219	3.48256265	3.484933407	3.469412999	3.463914241	3.447830964	3.454532317	3.462197772	3.443707372	3.443057853	3.443361062	3.43222137	3.43197036	3.448564401	3.557242183	3.566255081	3.560113929	3.539896313	3.531025665	3.503997078	3.459265705	3.425823264	3.393380237	3.353850907	3.338846998	3.304306049	3.294742745	3.280098947	3.269634119	3.212762866	3.236968052	3.205133839	3.173602967	3.140139289	3.137793087	3.114314855	3.090955	3.132889153	3.111244847	3.093233673	3.100718684	3.069757471	3.061286752	3.029905508	2.987602855	2.887537525	2.784970229	2.667946987	2.548384328	2.385964065	2.255855078	1.986275566	1.782268155	1.626545149	1.463433478	1.313246658	1.242334049	1.136194253	1.103715359	1.024943915	1.048974381	1.547360156	1.450632676	1.406469757	1.308217689	1.280647012	1.264613131	1.223352303	1.193314787	1.170241947	1.144310705	1.117370276	1.091582386	1.066560921	1.048876351	1.028612748	1.013889306	0.996684991	0.9816787168	0.9647269573	0.9499446816	0.9361342315	0.9225573177	0.9083194816	0.8936610936	0.8801511916	0.8685911166	0.8568519414	0.8469679764	0.8367439899	0.8250319354	0.8157291952	0.8087320046	0.7997100774	0.7912161205	0.7839319534	0.7769278231	0.7744130249	0.7631647916	0.7539515009	0.7451074554	0.736407281	0.7284825915	0.7192707839	0.7124171994	0.7077178834	0.7067494728	0.7068515245	0.7066835913	0.7048773284	0.7020221108	0.6988676039	0.6970846882	0.6941754554	0.6878886656	0.685972421	0.6836494854	0.6837178308	0.6866211433	0.6927851636	0.6974268122	0.6969710495	0.6929894484	0.6822700386	0.6657436879	0.6525171835	0.6356629387	0.6200730633	0.6055785246	0.5937529462	0.577715333	0.5671221947	0.5537319693	0.5375229025	0.5260453758	0.5151022981	0.5095915864	0.5151928482	0.5249274016	0.5368325471	0.5499915995	0.5587323212	0.5679702295	0.5745924403	
1352761	2.587005706	2.67861234	2.744782836	2.804822766	2.866059848	2.91406001	2.957334595	2.995437184	3.014428173	3.043461397	3.070824874	3.087023974	3.100102654	3.145126711	3.162150321	3.193191297	3.213124176	3.238790538	3.272332542	3.306346543	3.349286826	3.370844087	3.401823872	3.434297256	3.471597749	3.49118046	3.518899367	3.534364097	3.569446644	3.598172028	3.597466198	3.607166734	3.616041871	3.605773549	3.602635345	3.607840864	3.370709183	3.371327652	3.364585862	3.349107507	3.353982507	3.346339938	3.326713238	3.324197089	3.325698506	3.323082506	3.345718394	3.348362492	3.373163373	3.390027579	3.407448099	3.374277981	3.420098111	3.402888712	3.38111896	3.350705864	3.349179061	3.316183249	3.27852279	3.301663993	3.254340894	3.206818903	3.182937259	3.115776593	3.071748245	3.003484545	2.924852343	2.794004627	2.662969581	2.520100867	2.377121519	2.19847956	2.057171608	1.785186025	1.584616145	1.4386606	1.293929263	1.170635016	1.130021199	1.060547189	1.066210317	1.02674137	1.090278798	1.521048319	1.4471777	1.369989521	1.331160569	1.271082217	1.252005013	1.212663778	1.196552694	1.156335963	1.137068893	1.109544841	1.087623126	1.059968761	1.040192799	1.023326961	1.005697304	0.990473554	0.973167263	0.9560052445	0.9451754135	0.9303314646	0.9145966177	0.8998038323	0.8880192837	0.8744055676	0.8613201551	0.8500712071	0.8393806527	0.8308403028	0.8172816608	0.8098860959	0.8019792685	0.7924808645	0.7856155379	0.7788955624	0.7714071036	0.7705700656	0.7594934492	0.750014501	0.7419416953	0.7335172346	0.7251403222	0.7161834212	0.7090016965	0.7045794529	0.703271806	0.7040040463	0.7026184388	0.7014329938	0.698758691	0.6953032517	0.693530616	0.6903953507	0.6857289705	0.6830559505	0.6811070227	0.6799952095	0.6834077159	0.6886610197	0.6936518394	0.6933289294	0.6887944646	0.6783299413	0.6632480367	0.6489162827	0.6328076524	0.6181378073	0.6031981826	0.5912153916	0.5758846531	0.5641668224	0.5522899862	0.5363603256	0.5242657905	0.5136707805	0.5066592894	0.5156583724	0.5242630408	0.5351837778	0.5457660282	0.5584740086	0.5667489207	0.5736583605	
1353010	2.470036034	2.579538588	2.685371097	2.783506635	2.881520528	2.962707836	3.04289701	3.111769276	3.16152304	3.21242297	3.258039814	3.285456675	3.302581727	3.348391738	3.36109916	3.377830104	3.381458384	3.383680643	3.385798027	3.38956231	3.399895934	3.382187914	3.377765312	3.375066128	3.37711691	3.365275176	3.363859336	3.355628715	3.371804147	3.3911103	3.388900353	3.403977498	3.422592036	3.431302838	3.45185461	3.487196865	3.571720736	3.562703286	3.539285337	3.50409735	3.484293855	3.447150154	3.3947262	3.356666404	3.321931867	3.281397845	3.266484436	3.23419636	3.226493152	3.216296021	3.211144211	3.163767121	3.198669218	3.180578371	3.165413508	3.14866951	3.165175917	3.159772043	3.15477233	3.214470267	3.207280168	3.200160877	3.217545697	3.190086594	3.181572073	3.146345652	3.093943474	2.97810003	2.86001969	2.725272619	2.586537459	2.403983813	2.251600161	1.961342869	1.738605543	1.565058175	1.389411593	1.230396269	1.151726613	1.041564657	1.008074897	0.9297772593	0.9569939631	1.515587236	1.443388593	1.384090957	1.326201537	1.275271692	1.246587821	1.219545626	1.195971716	1.166988241	1.137066238	1.111044849	1.086012958	1.064705003	1.043138356	1.02450961	1.010325774	0.9935764087	0.9760490978	0.9619901302	0.947556244	0.9310891024	0.9199250787	0.9046760838	0.8913790357	0.8775309601	0.8656788678	0.8545875103	0.8444359797	0.8335878767	0.8224559848	0.813297751	0.8052095358	0.7976280992	0.7889836201	0.7818097029	0.7744157001	0.7712673153	0.7595087635	0.7504519014	0.7419037363	0.7333641781	0.7247060173	0.7165669681	0.7085895874	0.7047470171	0.7034517147	0.7037928704	0.7030281319	0.7012258823	0.6987885932	0.695436349	0.6933412416	0.6909566877	0.6857070057	0.6835511616	0.6806960593	0.6803461208	0.6841064069	0.6900097236	0.6947858045	0.6941046102	0.690276494	0.6793558537	0.6629794234	0.6484096716	0.6327785205	0.6168318265	0.6034152699	0.5909083052	0.574657532	0.5638343483	0.5512268716	0.5344116257	0.5238651638	0.5117628821	0.5068367237	0.5147137951	0.5224397945	0.5328766909	0.5470916371	0.5573811919	0.5655257765	0.5745822017	
1353260	2.50682952	2.577821187	2.648617406	2.708836153	2.77452362	2.825401621	2.869823427	2.918827141	2.947787019	2.986016507	3.031890341	3.064480934	3.100103715	3.171555705	3.208964292	3.26303751	3.302548041	3.342724389	3.385922799	3.430253331	3.47438804	3.489857958	3.515778928	3.539277113	3.562138876	3.567411287	3.576184627	3.572657954	3.586554788	3.594963793	3.577674237	3.571784595	3.564028981	3.541720399	3.527465255	3.525824843	3.414253766	3.435994985	3.447946264	3.449076778	3.466605445	3.469242388	3.454257572	3.451963972	3.450917064	3.438372912	3.448492852	3.433425544	3.439399399	3.435284271	3.431913213	3.376546375	3.400545503	3.363143079	3.323093761	3.277058468	3.261504804	3.219465662	3.174524441	3.19452142	3.146842211	3.101979779	3.083531114	3.02566648	2.993011213	2.936178683	2.874029084	2.762418434	2.650494661	2.526638675	2.40531267	2.247377779	2.124924343	1.87105872	1.686490194	1.553499429	1.417485302	1.298215388	1.257311649	1.180301583	1.175988145	1.120738752	1.164074781	1.506863489	1.457820459	1.367761147	1.33771056	1.279472161	1.257438241	1.212664887	1.195399919	1.164674793	1.139109101	1.113155313	1.091085953	1.06471054	1.042976645	1.028476099	1.010218893	0.9924251397	0.9787197003	0.9619934271	0.9460617728	0.9318525025	0.9185494016	0.9052700037	0.8908463725	0.8775263211	0.8666416658	0.8550430608	0.844445708	0.833972889	0.8239429257	0.8147084158	0.8068055316	0.7991755185	0.7903835703	0.783680548	0.7764874095	0.7729962828	0.7611684199	0.7515526404	0.7442764466	0.7349894766	0.7265490447	0.7177615917	0.7101354223	0.7062339974	0.7049428512	0.7052721379	0.7042131862	0.7024878322	0.7002078674	0.6966955914	0.6950719706	0.6923220942	0.6863992531	0.6844383413	0.6815939828	0.6812570358	0.6850550771	0.6907744243	0.6951712178	0.6936568054	0.6900168602	0.6790867741	0.664138575	0.6495477977	0.6344741961	0.6191922097	0.605045049	0.5917666375	0.576808612	0.5661379831	0.5519539484	0.5363827334	0.5252151624	0.5145018769	0.5090604837	0.5169816236	0.5242671722	0.5361088926	0.5481081956	0.5595659151	0.5676379766	0.5755223484	
