Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
2515688	5.510649367	5.517534858	5.529400036	5.537142482	5.560300358	5.549226838	5.543109221	5.537357227	5.524476442	5.521120869	5.501364227	5.491384512	5.469654587	5.456961076	5.43697561	5.42606237	5.40226065	5.38608267	5.372841388	5.357083986	5.340117164	5.315241013	5.299344677	5.282960631	5.265963163	5.244375624	5.227712458	5.200912087	5.185770786	5.167417888	5.140604959	5.126550798	5.108473248	5.088720485	5.075388497	5.063172283	5.040593027	5.024328654	5.010963972	4.991166351	4.980800216	4.96025038	4.94632791	4.936411647	4.921434729	4.911620539	4.901212	4.882389633	4.870335943	4.857989979	4.838784031	4.812518404	4.819761544	4.794119915	4.777794282	4.763227156	4.75029947	4.734382763	4.71226995	4.72591145	4.702155494	4.688745672	4.684388356	4.658140152	4.656924595	4.63443903	4.626483318	4.600546851	4.585144808	4.564976818	4.55173182	4.535867924	4.549296821	4.491427063	4.502610641	4.529211627	4.521879609	4.524343557	4.547860781	4.535862841	4.545175047	4.520037088	4.542849833	-0.00983434401	0.03379335922	-0.02303972318	-0.03743816586	-0.005671834862	0.04175917168	0.1142549274	0.1861350802	0.1624652727	0.08078403448	0.01931136291	-0.03468348546	-0.0639202492	-0.07664372025	-0.06202918191	-0.04575833877	-0.01807198458	-0.0004752828708	0.003394674748	0.001119088823	0.003392323361	0.009367389201	0.01627598088	0.02518034843	0.03526994458	0.03333664355	0.01736687392	0.005467830404	-0.006215849315	-0.01782785093	-0.02257829746	-0.02220890995	-0.01910956923	-0.01418040195	-0.01099164926	-0.01360290774	-0.01538058277	-0.02147416229	-0.03030046718	-0.04375751656	-0.05953194525	-0.07943583635	-0.1031646237	-0.1288001108	-0.1544344244	-0.1786184578	-0.196400271	-0.2090138892	-0.2191864611	-0.2284330097	-0.2353071792	-0.2409763133	-0.245297414	-0.2524486567	-0.2630456028	-0.2783059943	-0.2959334942	-0.3123135122	-0.3215652776	-0.3283319492	-0.3335318975	-0.3410546364	-0.3591629695	-0.3899063558	-0.4285848155	-0.4767784218	-0.5374670841	-0.6071841104	-0.6916537489	-0.788815941	-0.9066976	-1.048206923	-1.217204969	-1.410524548	-1.609968156	-1.81229652	-2.001713533	-2.16044171	-2.28350022	-2.383705211	-2.456049336	-2.510142761	-2.548612485	
2515938	5.482185201	5.500504759	5.515277156	5.523012811	5.537974726	5.535291445	5.526580802	5.517797416	5.511812046	5.490774703	5.484251315	5.468752575	5.44627155	5.437730721	5.418941878	5.405923368	5.387404394	5.368887432	5.352476635	5.340229295	5.323929748	5.299920816	5.28235862	5.266223825	5.246610009	5.226697541	5.21110499	5.182821313	5.16938838	5.149152044	5.121973022	5.107793431	5.088074563	5.069828166	5.056290099	5.043345361	5.026909149	5.012974464	4.999651233	4.979363187	4.970285469	4.950254081	4.93581709	4.925446137	4.911437668	4.902286166	4.891171216	4.872528582	4.861468305	4.849075762	4.829951472	4.804557201	4.81179173	4.786642906	4.769974826	4.755719644	4.743273163	4.728994829	4.707450675	4.720861829	4.69751988	4.684243444	4.680568731	4.655018369	4.653242455	4.629588596	4.622841146	4.596779797	4.58169582	4.56204935	4.548407713	4.530458897	4.545389849	4.488126635	4.500378966	4.526158563	4.518488825	4.522415401	4.545353283	4.534155494	4.545650227	4.517585939	4.539211894	0.1649534283	0.1317021526	0.052536005	0.03736200972	0.06054893534	0.1125524193	0.1724279975	0.2289145382	0.1819394875	0.09965744641	0.02892245302	-0.020483407	-0.05418878952	-0.05824878075	-0.04848720585	-0.02523834667	-0.001538242281	0.01244843597	0.01367643272	0.01114401713	0.01211770359	0.01781393875	0.02495390763	0.03433032855	0.04370902426	0.03784007937	0.02148164552	0.00794070511	-0.004698372268	-0.01432411054	-0.0186028227	-0.01740096293	-0.01459479279	-0.009798537363	-0.008339176861	-0.01094697772	-0.01151269661	-0.01909575712	-0.02802081501	-0.04108108576	-0.05695643667	-0.07635254543	-0.1003900545	-0.126351856	-0.1520412168	-0.1769072786	-0.1955402962	-0.2074624285	-0.2176046465	-0.2276346199	-0.2340932549	-0.2389125907	-0.2431417675	-0.2506788568	-0.2606974326	-0.2766203167	-0.2941476841	-0.3094786333	-0.3187367455	-0.3256221866	-0.330768858	-0.3386207553	-0.3574279445	-0.3880931755	-0.4264744212	-0.4758702353	-0.5343997887	-0.6043439668	-0.6875612215	-0.7846581874	-0.9031839708	-1.044865389	-1.213802937	-1.405872941	-1.606463064	-1.806978553	-1.995699318	-2.153385669	-2.277995484	-2.379078627	-2.453095833	-2.507678546	-2.543724028	
2516187	5.515496678	5.520655738	5.551432146	5.551331093	5.566387144	5.554442094	5.561173759	5.542546861	5.539368439	5.52417121	5.508600256	5.497065925	5.474060959	5.463597233	5.446596124	5.43319746	5.413151685	5.397961781	5.380002368	5.365582034	5.347259244	5.327125018	5.306996294	5.291831788	5.275363927	5.254141332	5.238298405	5.21202761	5.199649456	5.18042245	5.154705498	5.141059395	5.122656751	5.103316463	5.089135	5.077582075	5.066978381	5.051734219	5.037926178	5.017231358	5.008078603	4.987818305	4.972948247	4.964197357	4.94944443	4.940492034	4.928645047	4.910398948	4.898027004	4.885582328	4.865149303	4.839468184	4.846199776	4.821229741	4.804410734	4.790344966	4.777265151	4.762071319	4.74116965	4.753348394	4.73041534	4.716065755	4.713062672	4.686362833	4.686099392	4.662621527	4.655825351	4.629867986	4.614184806	4.594782081	4.581957729	4.563998452	4.577096135	4.521090064	4.531804053	4.557235182	4.549748816	4.55066822	4.578534373	4.562326104	4.573208579	4.549548048	4.57160265	0.288736307	0.2092211063	0.1294523042	0.1088772113	0.1161591681	0.1597721216	0.2285175878	0.2698223477	0.1903410029	0.1089353818	0.03835572799	-0.01327371916	-0.04423932027	-0.04707923564	-0.03655984358	-0.01458784026	0.01339600024	0.02047756386	0.02079134916	0.01804596308	0.01947757771	0.02754095908	0.03276875567	0.04249126697	0.04953351446	0.03923967513	0.02441049453	0.009903487022	-0.002706702492	-0.01163972542	-0.01576533781	-0.01413110717	-0.01092300919	-0.006340290778	-0.005001553421	-0.007830508106	-0.007365822408	-0.01638703585	-0.02567745739	-0.03760957949	-0.05376783343	-0.07305751417	-0.09636348592	-0.1223792256	-0.150254663	-0.1763247901	-0.1948690864	-0.2071981806	-0.2169202992	-0.2259946686	-0.2316801864	-0.2362407718	-0.2397310292	-0.2477785829	-0.2583322607	-0.2747595868	-0.2920712497	-0.3071286284	-0.3158761031	-0.3226709026	-0.3272031173	-0.3365817182	-0.3566179659	-0.3875634162	-0.4256592153	-0.4754686083	-0.532313079	-0.6017644312	-0.6838520401	-0.7797024011	-0.8987615387	-1.041634617	-1.210745379	-1.402644573	-1.600882042	-1.800597243	-1.98870954	-2.145443016	-2.273505029	-2.377918197	-2.451330042	-2.505638662	-2.542018721	
2516437	5.502062219	5.52140431	5.557250245	5.560663762	5.56221503	5.56131379	5.550687455	5.549139316	5.538159078	5.52521952	5.514030534	5.497879607	5.472573245	5.464953671	5.447788632	5.43484084	5.414188553	5.395706171	5.380444517	5.367482185	5.350370136	5.32676796	5.308243354	5.292686311	5.273970367	5.252635938	5.237411772	5.210197157	5.1962723	5.175858755	5.151481537	5.136580085	5.117668853	5.09783061	5.084691083	5.071305958	5.05271921	5.037502809	5.023593493	5.004104967	4.993416993	4.972860736	4.958792782	4.947745539	4.932854055	4.923078583	4.911478553	4.892089278	4.878720614	4.865987256	4.845423889	4.81929647	4.825800194	4.800175044	4.783148761	4.768693725	4.756363077	4.740663362	4.719192436	4.731566317	4.708770978	4.693699771	4.69076706	4.664468909	4.662713425	4.63906417	4.632730197	4.605570453	4.590929552	4.570587536	4.557145951	4.539703426	4.55472223	4.497342885	4.507528419	4.534259806	4.52720005	4.52933032	4.554908579	4.541593309	4.550766577	4.524430645	4.546496274	0.3007423066	0.2247787949	0.1414645595	0.1134100119	0.1243303874	0.1633453651	0.2223709931	0.2749460465	0.2058530849	0.1163698335	0.05160458501	-0.008253311908	-0.04050629264	-0.04614905059	-0.03520996262	-0.009701496842	0.01173122089	0.02211686596	0.02284986998	0.01878951101	0.02062575859	0.02658492391	0.03247644811	0.04294229307	0.05004226587	0.04111745675	0.02567543527	0.0116066042	-0.0017537238	-0.01134417052	-0.01491116863	-0.01446643442	-0.01074958	-0.006147129056	-0.004630918969	-0.00813857222	-0.006589309492	-0.01482526597	-0.02537543481	-0.03760468007	-0.05343471612	-0.07305863814	-0.09620957982	-0.1220762896	-0.1493102854	-0.1760875685	-0.1943130517	-0.2060876752	-0.2163924853	-0.2254256002	-0.2311995182	-0.2357104134	-0.2393573426	-0.2473496571	-0.258039422	-0.2739988623	-0.291660499	-0.3067714934	-0.3159615878	-0.3218592185	-0.3269727085	-0.3353551699	-0.3561294559	-0.3863361281	-0.4245508076	-0.4737070419	-0.5313818086	-0.6017574408	-0.6839546744	-0.7800109609	-0.8969689309	-1.040910387	-1.209501708	-1.400794699	-1.599905002	-1.800745541	-1.988383156	-2.145313742	-2.27101415	-2.376608545	-2.448788335	-2.50440797	-2.540328734	
2516688	5.485958495	5.517535055	5.534625381	5.532293589	5.559963769	5.544022245	5.540050574	5.529406668	5.517539683	5.508953832	5.500452822	5.483290221	5.463091104	5.449663631	5.430371906	5.417929261	5.395791608	5.377512093	5.36173578	5.343674375	5.326718325	5.30391982	5.282932778	5.265997044	5.245426246	5.227252578	5.208560365	5.182409144	5.167516961	5.146144347	5.122181789	5.10718807	5.08836743	5.067893382	5.05496477	5.041406442	5.037547774	5.021934158	5.007889776	4.988101684	4.979308423	4.959425816	4.944210572	4.934863192	4.920375209	4.911556463	4.900572168	4.882329456	4.870405969	4.858823945	4.83904348	4.812802895	4.819818716	4.794255035	4.777931871	4.76404339	4.751821389	4.73664156	4.715624599	4.729522767	4.706061287	4.693295057	4.689597864	4.662346284	4.661875319	4.639179619	4.632625806	4.605679968	4.591270506	4.570333517	4.558149081	4.540275644	4.553515328	4.49832826	4.510349012	4.534085515	4.524657811	4.53085617	4.556563492	4.543353568	4.554047888	4.527884579	4.551192141	0.3655640096	0.2956981761	0.1775965709	0.1375414665	0.1440934487	0.1908101963	0.2459905809	0.290446545	0.2232152457	0.1329926039	0.06289521605	0.004615764455	-0.02927443772	-0.03476075981	-0.02847613237	-0.003286450241	0.01838272176	0.02803083088	0.02753876147	0.02432629762	0.02591987653	0.03060658643	0.03608872432	0.04502371316	0.0534244768	0.04418021416	0.0291709062	0.01467738623	0.002629672223	-0.008736611357	-0.01255415393	-0.01133869989	-0.008899535719	-0.004333030333	-0.003103052079	-0.005533888045	-0.007051139318	-0.01439242259	-0.0236407478	-0.03703680851	-0.05265561772	-0.07214453001	-0.09547847652	-0.121720246	-0.1483600031	-0.1749738035	-0.1929303568	-0.2050635147	-0.2152817856	-0.2244812565	-0.2307166761	-0.2356312065	-0.2396003207	-0.246700698	-0.2578249766	-0.2732595707	-0.2908316285	-0.306011739	-0.3157389968	-0.32207167	-0.3266089996	-0.3349630233	-0.3547748839	-0.3847004956	-0.4234233194	-0.4717330551	-0.5313710091	-0.601354063	-0.6824223935	-0.7790687198	-0.8963984831	-1.039732353	-1.208493587	-1.400644482	-1.599629435	-1.799264995	-1.987134459	-2.145634236	-2.269589494	-2.372898015	-2.447042331	-2.500536187	-2.536944483	
2516938	5.498286289	5.571480963	5.568309795	5.579848774	5.586228267	5.578664592	5.571672455	5.568853488	5.550844481	5.538442453	5.53306197	5.512522797	5.487296242	5.477650044	5.456907855	5.444717331	5.426150942	5.403429355	5.3904299	5.376820269	5.356077861	5.332953994	5.317660479	5.300715823	5.28300813	5.264958431	5.247226952	5.221914634	5.208209553	5.188214236	5.162217819	5.148063755	5.12994078	5.108826344	5.09562996	5.081402242	5.048135273	5.032925687	5.019681429	4.999714761	4.990062486	4.970631675	4.957078286	4.947339919	4.933053175	4.924193193	4.913160828	4.893815152	4.881263662	4.868585587	4.849611193	4.8230742	4.829894316	4.805472511	4.788727939	4.774927971	4.762317971	4.746452326	4.724848452	4.738361821	4.714546918	4.701963109	4.698292058	4.6716292	4.670727271	4.646954302	4.640374732	4.615294914	4.600804288	4.5804857	4.568528381	4.550605228	4.56407916	4.507180066	4.518200728	4.543833641	4.536172922	4.53972355	4.563995619	4.548641539	4.559649339	4.533780947	4.555370251	0.6199265961	0.4734695827	0.3248195024	0.2654794038	0.2669829355	0.2919951466	0.3485540363	0.3579035506	0.2539153869	0.1612924361	0.08395347598	0.02601504698	-0.005452079967	-0.01278418183	-0.001746035646	0.02218977727	0.04356561287	0.04572178546	0.04258848312	0.03882132478	0.03919742611	0.04376776492	0.05089687059	0.06104832213	0.06537852403	0.05105586047	0.03402591508	0.0201455246	0.006062961431	-0.003876666457	-0.00606171682	-0.005000795735	-0.001540584073	0.00256156158	0.002209106312	-0.0008274344297	-0.00220080999	-0.01175259635	-0.0212812872	-0.03360811331	-0.049289021	-0.06927372687	-0.09176053586	-0.1178433299	-0.146070294	-0.1728286124	-0.1907813133	-0.2032378444	-0.2138234071	-0.2224840882	-0.2279790559	-0.2333269054	-0.2361591675	-0.2446370117	-0.2551835765	-0.2712817065	-0.2886701386	-0.303278401	-0.3124639956	-0.3181279902	-0.3228401866	-0.3325151863	-0.3527292105	-0.3836871884	-0.4217111448	-0.4700306751	-0.5276461375	-0.5963673771	-0.6785117467	-0.7744571913	-0.8912984084	-1.035760301	-1.203444519	-1.395700709	-1.593194874	-1.79258487	-1.980440101	-2.13516692	-2.263534266	-2.369131874	-2.442341721	-2.496441627	-2.529929693	
2517187	5.456752527	5.467346388	5.479399388	5.508569323	5.501881434	5.512934359	5.495307959	5.491839115	5.473227607	5.465652507	5.454707421	5.442239355	5.415767154	5.411993115	5.390874329	5.376654431	5.355424821	5.33866539	5.321867006	5.307872587	5.290900704	5.267159647	5.248837883	5.233703747	5.216479234	5.19527355	5.177301048	5.151387938	5.136875226	5.118118789	5.091676702	5.076359662	5.058022223	5.039645858	5.025201595	5.012318507	4.993891553	4.978954269	4.965082556	4.944374164	4.934394111	4.914904399	4.90057614	4.891603839	4.876875248	4.867350169	4.857489948	4.838291453	4.825938558	4.814095723	4.793996255	4.768022982	4.775675045	4.750044157	4.734116558	4.719498249	4.707409603	4.692565534	4.671029036	4.683886302	4.660616872	4.647244745	4.644277366	4.617911407	4.617802672	4.59457061	4.587253405	4.5611407	4.547269725	4.527115842	4.514534166	4.497806859	4.510942808	4.453830163	4.465440479	4.490672749	4.482969312	4.48721591	4.511662145	4.498721684	4.509048557	4.481529721	4.50293811	0.9224985209	0.6705882664	0.492858832	0.4230343133	0.397950157	0.4249958019	0.4630214277	0.4159583754	0.287288174	0.1836668706	0.1029885094	0.04430494267	0.01851063116	0.02157160436	0.0318458035	0.05493396737	0.06694979981	0.06704255393	0.05851187932	0.0557896732	0.05716147882	0.06358171311	0.06911064918	0.07896323681	0.07548932493	0.05601863818	0.03953634183	0.02348462123	0.01117670767	0.002860237139	0.00133609593	0.00336798782	0.006187627002	0.009205949006	0.007401359024	0.003528761179	0.003704118984	-0.006149403667	-0.0164726726	-0.02895679015	-0.04346172909	-0.06353537025	-0.08568034621	-0.112382297	-0.1432805496	-0.1699544483	-0.1889381124	-0.2015279131	-0.2117313336	-0.2193907331	-0.2245387933	-0.2283744036	-0.2317428239	-0.2404825145	-0.2515635794	-0.2674403704	-0.2841743255	-0.2988337137	-0.3068120427	-0.3126711207	-0.3163748708	-0.329190396	-0.3500122329	-0.3806310202	-0.4184123937	-0.4666135217	-0.5230406095	-0.5906401746	-0.6714942692	-0.7656408625	-0.8840280642	-1.029403733	-1.197467036	-1.387128574	-1.58353749	-1.782741515	-1.965953226	-2.122459548	-2.255464935	-2.361466644	-2.43528648	-2.48947765	-2.523952261	
2517437	5.497275611	5.507447369	5.532013568	5.54423008	5.545931899	5.552538138	5.54149454	5.533437627	5.517540476	5.508954648	5.490546644	5.476014991	5.453577902	5.442335351	5.42254188	5.412958574	5.394306158	5.372957549	5.359963667	5.344086179	5.323841321	5.303565118	5.28475378	5.268775052	5.249999061	5.229124859	5.213646472	5.186117557	5.172265926	5.152340865	5.126347864	5.111833713	5.094211242	5.074179738	5.060439257	5.047300838	5.027867835	5.013052156	5.003169731	4.983589429	4.973335916	4.953722776	4.939634346	4.929951977	4.915340929	4.906657407	4.896447707	4.877356597	4.865711441	4.854263082	4.834364993	4.807739268	4.814572669	4.789455846	4.772256333	4.757685972	4.745135494	4.729843305	4.707753325	4.720108364	4.6966854	4.682565363	4.679403056	4.65208288	4.652095562	4.628609483	4.621881049	4.594044517	4.579849212	4.558959881	4.5462051	4.528302767	4.541179728	4.483556559	4.494354468	4.522209444	4.512558067	4.515613408	4.539606256	4.528436068	4.535875913	4.509291946	4.529846926	1.089067766	0.7785923837	0.5916620749	0.5122240892	0.4762437918	0.5061062404	0.5358954639	0.4292639743	0.2961271354	0.1934217815	0.1067554992	0.05446535719	0.03227912348	0.03150352521	0.05171063768	0.0695832029	0.07863493026	0.07468575847	0.06464395442	0.06404279565	0.06530198269	0.07150181075	0.07948654155	0.08905362948	0.07668084769	0.05689501394	0.03908652365	0.02390904876	0.01325567467	0.004881028391	0.005049355816	0.007298161846	0.0114920712	0.01221831751	0.008687671197	0.005311360768	0.008413435653	-0.002445450979	-0.01309163344	-0.02464722671	-0.03997801714	-0.05870731974	-0.08147976403	-0.1086496873	-0.1416335798	-0.1686457059	-0.187703959	-0.1999039388	-0.2095848876	-0.2164943066	-0.2207212747	-0.2245987373	-0.2277810793	-0.236784749	-0.2484545333	-0.2647481021	-0.2813144777	-0.2951680791	-0.3031385853	-0.3078140181	-0.3125751112	-0.3272697595	-0.3481932603	-0.3788970769	-0.4168716208	-0.463730928	-0.5201030826	-0.586100235	-0.6654279247	-0.7611980995	-0.8800351052	-1.024859097	-1.191525392	-1.381095706	-1.577770669	-1.77468022	-1.957322628	-2.113785345	-2.252399475	-2.358637717	-2.431750414	-2.485997356	-2.518606911	
2517688	5.465193343	5.50050259	5.504321583	5.532293169	5.53193354	5.533632276	5.52209261	5.521594154	5.498199053	5.49479591	5.479757152	5.467127312	5.441153507	5.433758892	5.414724373	5.399966324	5.383917523	5.363062596	5.346688317	5.334075582	5.316149919	5.295386526	5.278052342	5.261654519	5.24492574	5.222962336	5.206894119	5.179930782	5.16689391	5.147175624	5.120664375	5.1075027	5.089340386	5.070201934	5.056818195	5.043174156	5.009764425	4.995119694	4.98038964	4.960781671	4.950813591	4.930682188	4.916226247	4.906482782	4.891518401	4.881860956	4.870582859	4.852623896	4.840076198	4.827587168	4.807449633	4.780600977	4.788347103	4.762617792	4.74670744	4.731403746	4.720183358	4.703978535	4.682417226	4.695889731	4.673144989	4.659651279	4.657334414	4.629416812	4.629108413	4.606050869	4.599072945	4.572343435	4.556664109	4.536814739	4.523654522	4.507787791	4.521699998	4.462619514	4.476535307	4.501038377	4.496354092	4.498618318	4.52521631	4.51002712	4.519661215	4.492693232	4.516381234	0.8023529821	0.6099030877	0.4797569883	0.4235538055	0.4282812613	0.4726912561	0.4819835772	0.3526656939	0.2341883297	0.1309589084	0.06630854955	0.0189320813	0.008401665124	0.01588307706	0.03580218082	0.05931119155	0.0655250865	0.05687850281	0.05146021558	0.05250572458	0.05774135917	0.06434641332	0.07385712849	0.08216979338	0.0653769978	0.04496772031	0.02798618715	0.01441760005	0.004464511803	-0.0008097248682	8.426838951e-05	0.003941351338	0.006924653421	0.007918370432	0.005428686168	0.001365969061	0.005428553511	-0.006848562834	-0.01586197296	-0.02744249905	-0.04161051145	-0.05979572953	-0.08195642827	-0.1104409277	-0.1457255779	-0.172341562	-0.1916482473	-0.2034805996	-0.2121795418	-0.2186458821	-0.222792715	-0.2258900648	-0.2292136268	-0.2390987226	-0.2523011343	-0.2668118037	-0.2829503969	-0.297085771	-0.3040260951	-0.3088071834	-0.3157514116	-0.3324980626	-0.3528208087	-0.3843526576	-0.4212121961	-0.4685792801	-0.5227682988	-0.5886697835	-0.6684020566	-0.7637049536	-0.8841359503	-1.030253247	-1.196605811	-1.385001416	-1.581838687	-1.77681704	-1.959418748	-2.119748347	-2.262631041	-2.369159663	-2.445066792	-2.497886598	-2.528011186	
2517938	5.461417977	5.493581422	5.504321583	5.523008191	5.527817406	5.526579464	5.520649869	5.511266036	5.501557105	5.491771335	5.473475401	5.459091819	5.436090131	5.431775257	5.410574289	5.397771116	5.373116968	5.358043369	5.342068708	5.328755137	5.309441356	5.287579741	5.267826905	5.251247283	5.232214707	5.212997055	5.195959425	5.168587346	5.154695743	5.134721749	5.109412517	5.094201387	5.076118299	5.057289771	5.043349563	5.029645134	5.023553863	5.009581489	4.99636142	4.975871358	4.96680435	4.947272196	4.934314037	4.924238999	4.90965304	4.901309724	4.8901428	4.871959089	4.860141329	4.847494115	4.827613826	4.801769264	4.808417697	4.783662804	4.767028425	4.752628324	4.740807626	4.725130182	4.703833373	4.716881251	4.693536511	4.679340907	4.677459176	4.649595625	4.64810413	4.62568264	4.618662073	4.591081491	4.576640552	4.557555329	4.542929322	4.526961958	4.539376045	4.480923559	4.494692975	4.519692861	4.509403425	4.514796451	4.5379557	4.523175447	4.536347219	4.509752596	4.531923181	0.3128541296	0.2469112821	0.2020429626	0.2305863853	0.2461428625	0.3346212366	0.3485061037	0.2315614359	0.12329059	0.04625470301	-0.01729123982	-0.04702275448	-0.04922538859	-0.02968957573	-0.005983125765	0.02141247455	0.02754800188	0.02438121365	0.02191163881	0.02495481876	0.03273019846	0.0428067769	0.05463224707	0.06214262495	0.04403595234	0.02657604213	0.01059619933	-0.003463848543	-0.01075198982	-0.01373290009	-0.01240512929	-0.006498579648	-0.003150609163	-0.001995303715	-0.002382443442	-0.007957802999	-0.002922586352	-0.01345062512	-0.02230965977	-0.03372001898	-0.04671974687	-0.06467751202	-0.08715072315	-0.1169277075	-0.1518462924	-0.1787050727	-0.1980061085	-0.2096076678	-0.2179882707	-0.2236518866	-0.2270721472	-0.230682018	-0.2340616226	-0.2445307384	-0.2572817256	-0.271913621	-0.288222135	-0.3015923377	-0.3089654892	-0.3138703743	-0.32140021	-0.3384579564	-0.359568068	-0.3912460731	-0.4296348485	-0.4749004166	-0.5301740461	-0.5949004957	-0.6756324382	-0.7709217774	-0.8929968212	-1.038425326	-1.206232161	-1.39584538	-1.591387044	-1.787092461	-1.971357667	-2.133480617	-2.277821615	-2.385588325	-2.461696119	-2.515838865	-2.54628479	
2518187	5.473668571	5.507446383	5.523636592	5.525231847	5.545930331	5.544021539	5.541491631	5.521701618	5.519848865	5.505917234	5.492349584	5.471172869	5.451348355	5.44305976	5.420121219	5.408621697	5.38836585	5.369361967	5.34998147	5.335719204	5.31547536	5.295386267	5.272269291	5.258255729	5.237567298	5.219046808	5.20155451	5.173439181	5.160433159	5.140764704	5.115412896	5.101203708	5.08147396	5.063461665	5.049065097	5.035437348	5.025549778	5.010121637	4.9971813	4.976961691	4.96780008	4.947758739	4.932747511	4.922760899	4.907670495	4.898697807	4.886990992	4.868594242	4.85659209	4.845412644	4.825798008	4.800179558	4.806989271	4.782174701	4.765516183	4.751140274	4.738258878	4.723228531	4.701969468	4.714408563	4.690350314	4.67641576	4.673822106	4.646737513	4.645734425	4.623673412	4.61575058	4.588692624	4.574423936	4.554792143	4.54346673	4.525622883	4.538173343	4.481556326	4.493916857	4.518241136	4.512555947	4.514090274	4.538384693	4.527983676	4.53401718	4.510249449	4.531415888	0.03966774434	0.04868480894	0.05835416318	0.09433557991	0.1562057749	0.2463164004	0.2730267405	0.1583010701	0.07075151771	-0.006664606945	-0.06320397564	-0.08442631263	-0.08266807747	-0.06086436107	-0.03134198072	-0.002831259323	0.004944253336	0.005535933966	0.004078494451	0.0105104111	0.01774626603	0.02891123073	0.04363267882	0.05011619256	0.03283365012	0.01617661984	-0.0008768204771	-0.01170134023	-0.02036499783	-0.02185722368	-0.0181798426	-0.01316543919	-0.007852132355	-0.008882090459	-0.01030958726	-0.01325131503	-0.008677117803	-0.01986937763	-0.02803695922	-0.03849339231	-0.05254784791	-0.07008985709	-0.09212904832	-0.1220786657	-0.1568210421	-0.1841944097	-0.202711655	-0.214526571	-0.2218571118	-0.227996321	-0.2317395756	-0.2341909393	-0.2391452736	-0.2490618481	-0.2611393974	-0.2766306326	-0.293165366	-0.3065758368	-0.3139824185	-0.3176489402	-0.3264602265	-0.3441309626	-0.3650389085	-0.3972690521	-0.4350842804	-0.4809059588	-0.5363709022	-0.6024571072	-0.6816982025	-0.7779109883	-0.9001472842	-1.047127628	-1.21445445	-1.403205161	-1.600749555	-1.795735454	-1.979678811	-2.145279073	-2.28904469	-2.397867056	-2.474138328	-2.52987609	-2.560040702	
2518437	5.473673646	5.517536435	5.537794598	5.546455836	5.556141871	5.549229661	5.543113874	5.534703697	5.530156101	5.521123046	5.504074425	5.487333757	5.466001971	5.453609421	5.435168927	5.420577334	5.399286352	5.382956783	5.3687185	5.354448469	5.335874956	5.313991	5.296939795	5.279860212	5.260577663	5.240908847	5.223577451	5.196692079	5.182345541	5.162009447	5.134905592	5.121457384	5.102398006	5.082975513	5.068391961	5.054220524	5.020282502	5.005496585	4.992245903	4.97151391	4.961279879	4.940413971	4.926274377	4.916120353	4.901199642	4.891994976	4.879932413	4.860973665	4.848958231	4.836769961	4.816291207	4.790340448	4.796139586	4.771401678	4.754290895	4.740713876	4.72811213	4.712130874	4.691719029	4.703967066	4.681495322	4.667739826	4.665249747	4.638548748	4.638083212	4.614440179	4.60633527	4.579035078	4.565842832	4.545049547	4.532032318	4.514741171	4.528281233	4.469819163	4.482530434	4.506413953	4.500497556	4.503053823	4.526004119	4.513975231	4.525217553	4.499038248	4.520000819	0.009554921979	0.0192395941	0.04660165359	0.09929061553	0.1684973504	0.2462412214	0.2580990796	0.1460207785	0.05812766553	-0.02131286755	-0.06609586644	-0.09153454514	-0.08245254904	-0.05955477864	-0.03049581259	-0.004507711309	0.003575790047	0.003554530926	0.003955004101	0.009768398012	0.01763781	0.03050552114	0.04451947545	0.04966572683	0.02971064205	0.01374695635	-0.001426747803	-0.01347736344	-0.02051382602	-0.02244823808	-0.01903297682	-0.01368228587	-0.008228887803	-0.008220494836	-0.01089575626	-0.01407321558	-0.009993297018	-0.0216585554	-0.02921610509	-0.03969867432	-0.0532105997	-0.07051633504	-0.09186289358	-0.1236524633	-0.1581063765	-0.1856955544	-0.204542603	-0.2157205856	-0.2234588289	-0.2290709451	-0.2318157024	-0.2351204233	-0.2393544876	-0.2496235883	-0.2622495432	-0.2775012197	-0.2933420399	-0.306789825	-0.3138523682	-0.3175151637	-0.3271797867	-0.3455916951	-0.366840514	-0.3980271699	-0.4364530295	-0.4827730389	-0.5367233841	-0.6019889324	-0.682113194	-0.7788598007	-0.9018421761	-1.048788083	-1.214949027	-1.405864136	-1.600193279	-1.795724238	-1.980620788	-2.148300781	-2.292060983	-2.400840272	-2.478796377	-2.531492389	-2.56340709	
