Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
126580	-0.1257483648	-0.0398526634	0.02191169113	0.08464747886	0.1341879988	0.1780171931	0.2153950302	0.2475146004	0.2681191023	0.3017991355	0.3215426812	0.3359317848	0.3598799792	0.3798765948	0.3940944063	0.4089184431	0.4161066884	0.427425629	0.4371847974	0.4500086182	0.4507403439	0.4543164002	0.4569481644	0.4645436455	0.4618939856	0.468114975	0.4695752143	0.4671773094	0.4815693456	0.475916423	0.4730311864	0.4784234795	0.4738551184	0.4744609498	0.4796047018	0.4745339763	0.4709420037	0.4602248784	0.4508417898	0.4396704597	0.419795359	0.3890861074	0.3586354036	0.3303492265	0.3051346045	0.2938937507	0.2852850329	0.2768491674	0.2726403974	0.2714388575	0.2501114223	0.2445373063	0.2554616696	0.2262907911	0.2109991238	0.194947106	0.1799866509	0.1576106682	0.1529213429	0.1607012997	0.1289005371	0.107306519	0.08887901086	0.04937347828	0.009404540438	-0.04879855336	-0.1056671657	-0.2082037819	-0.3132810182	-0.4417068279	-0.599090934	-0.759238724	-0.945612316	-1.196720638	-1.381969275	-1.567663739	-1.747452801	-1.863166268	-1.951492376	-2.007740725	-2.047851372	-2.073264527	-2.070647343	-0.1548298183	-0.1656913532	-0.1277540439	-0.1101242055	-0.09740983376	-0.08097464036	-0.07246285905	-0.06620614057	-0.05646188604	-0.04846110694	-0.04483671213	-0.03298518528	-0.02746258387	-0.02212588176	-0.01416600682	-0.01100505258	-0.005410610499	-0.00140097994	0.002367873938	0.004955427061	0.006484580405	0.01006447563	0.01153286852	0.01457694949	0.01527033715	0.01825627672	0.01981226533	0.02191808374	0.02247706427	0.02334628964	0.02501376897	0.02810018048	0.02862653716	0.03055943872	0.03139264578	0.0325173905	0.032321451	0.03266217964	0.03344414457	0.03368295038	0.03433108019	0.03599758116	0.03777032928	0.03867937633	0.03846480425	0.03697214739	0.03602832143	0.03565834302	0.03521666935	0.03500202148	0.03438512362	0.03528878536	0.03429765076	0.03402087263	0.0355580531	0.03575013668	0.03641831169	0.03636896296	0.03553688048	0.03561683666	0.03515195166	0.03682342258	0.03776647775	0.03892225989	0.04081879467	0.0420435358	0.04352578858	0.04522471193	0.04846746703	0.05511036587	0.06340881326	0.06983277915	0.07958003068	0.08700484025	0.09049480162	0.1019432993	0.1078246265	0.1042936558	0.09852321755	0.09049593838	0.08340718307	0.07550633258	0.07209361035	
126830	-0.114294011	-0.04211163053	0.02619169648	0.08591783375	0.1324385491	0.1755232026	0.2125043846	0.2463464871	0.2708700261	0.3016363533	0.3198648468	0.3351694324	0.3581499756	0.3786023797	0.3938148612	0.4079465494	0.4143202072	0.4277167186	0.4371838832	0.4495500874	0.4499515701	0.4550836978	0.4570048382	0.463457023	0.4629152751	0.4683301616	0.4682509757	0.4674731238	0.4818798523	0.4760883787	0.4729907055	0.4776912449	0.4729712896	0.4737568608	0.4795347101	0.4749848581	0.4711880277	0.4604645782	0.4505789604	0.439611065	0.4196843645	0.3887626656	0.3585570872	0.3299269282	0.3048283927	0.2936643966	0.2850032646	0.2768753541	0.2727096094	0.2714099152	0.2497273481	0.2445067141	0.2552569578	0.2257158875	0.2107365814	0.1950852539	0.1795271177	0.1575406836	0.1529564409	0.1606180362	0.1286601013	0.1078201176	0.08905558763	0.04932260148	0.00959532875	-0.04988938539	-0.1059373701	-0.2084925382	-0.3140025192	-0.4410069343	-0.5997035978	-0.7591706189	-0.9457689144	-1.195925682	-1.382739584	-1.567390539	-1.747360691	-1.861849126	-1.950846853	-2.007741888	-2.047852674	-2.074259626	-2.071956053	-0.1711298546	-0.1591614733	-0.1224100379	-0.109786742	-0.09321209123	-0.08164240159	-0.0721612573	-0.0711512486	-0.05596284562	-0.05014052027	-0.03996933079	-0.03430900284	-0.02336186896	-0.02302822279	-0.01529176482	-0.01115603613	-0.006200285432	-0.002119680772	0.0002799073769	0.003386108806	0.007031785394	0.01168320762	0.01086493712	0.01615879806	0.0155832472	0.01956002279	0.01901992967	0.02158467841	0.02286146444	0.02363517623	0.02597414726	0.02648773487	0.02910368308	0.03016565191	0.03160455072	0.0332726738	0.03128472229	0.03295406475	0.03372726119	0.03420255744	0.03471606475	0.03669821595	0.0377677658	0.03827249193	0.03925518314	0.03755404501	0.0366418487	0.03584405173	0.03521331099	0.03561548114	0.0345248074	0.03514188586	0.0347153804	0.03397233511	0.03565605673	0.03634179655	0.03715901103	0.03651904222	0.03627485177	0.03636237994	0.03608474322	0.03783282377	0.03851765508	0.03823943579	0.04041834296	0.04162114859	0.04424513432	0.04622525703	0.04907825896	0.05537614015	0.06438451359	0.07007738369	0.07964650204	0.08699873957	0.09133597053	0.1018956101	0.1087823263	0.1036774321	0.09892876501	0.09063538233	0.08382866956	0.0761181569	0.07143594385	
127079	-0.1142900327	-0.04211023953	0.02663982804	0.09326630134	0.135935737	0.1792645929	0.2140697226	0.2453828312	0.27087189	0.3016382729	0.3191733457	0.3359315861	0.3580306711	0.378298253	0.3957396876	0.4080394375	0.4165963721	0.4277192503	0.436766249	0.4500778762	0.4501486261	0.4549920263	0.4566895094	0.4642456816	0.4621238566	0.4680661123	0.4695758183	0.4677602213	0.4813432593	0.4764763264	0.4730317984	0.4788517855	0.4741101308	0.4735834922	0.4797734243	0.4742760906	0.4716823204	0.4600473167	0.45040471	0.4398680193	0.4197957167	0.3889221493	0.3588746628	0.3306396779	0.3045989088	0.2937938862	0.2851312901	0.2768497755	0.2726130142	0.2712140069	0.2496589516	0.24437792	0.2554621107	0.2261887009	0.2107694401	0.194915139	0.1797457028	0.1573192681	0.152690791	0.1610506211	0.1288617702	0.1069260546	0.08870181212	0.04951523052	0.009352023886	-0.04957977694	-0.105935687	-0.2087696889	-0.3135792444	-0.4411355032	-0.5997009827	-0.7597421807	-0.9456115728	-1.196241765	-1.38307864	-1.567202901	-1.746589799	-1.862253172	-1.951698152	-2.007632036	-2.047381836	-2.074135926	-2.072077658	-0.1626950782	-0.1463496221	-0.1328312601	-0.1059539094	-0.09740703604	-0.08460801325	-0.07815607102	-0.06428855931	-0.05646015336	-0.04869001449	-0.04440995295	-0.0360152498	-0.02864812197	-0.02443421589	-0.01641075584	-0.01217073033	-0.005547916868	-0.002116634484	-0.00114805489	0.002558470104	0.007475448467	0.009559710856	0.01210052209	0.0136151652	0.016081243	0.01741478212	0.01945936229	0.02084632384	0.02193882532	0.02378450662	0.02522397905	0.02706866066	0.02845166421	0.02988100953	0.03139375056	0.03199607761	0.03167976138	0.03266311751	0.03355022959	0.03380680812	0.03493777761	0.03590248046	0.03756495091	0.03912963883	0.03866410571	0.03723499033	0.03626280003	0.03565954715	0.0350729247	0.03529068051	0.03434401366	0.03500379064	0.03438695043	0.03416822026	0.03570647976	0.03619885499	0.03661770323	0.03692831996	0.03631677412	0.03615606693	0.03547537696	0.03722042471	0.03841470656	0.03805793864	0.04016841889	0.04204546717	0.0440896128	0.04522672279	0.04919785563	0.05543612198	0.06281822214	0.06972408913	0.07929472133	0.08621410164	0.09095079192	0.101409872	0.1067921093	0.1049058408	0.09653646436	0.09177160994	0.08205929139	0.07612840856	0.07079572222	
127329	-0.121019514	-0.04545490522	0.01717796277	0.08351846138	0.1324401289	0.176770893	0.2125073157	0.2440094155	0.2705075987	0.3008690111	0.31818768	0.3365606662	0.3580299637	0.37785558	0.3946764361	0.408826055	0.4142353405	0.4268138566	0.4364952016	0.4495514486	0.4503793168	0.4537023038	0.4563718841	0.4632147674	0.462300734	0.4670992291	0.4677484855	0.4674746937	0.4813853826	0.4755298559	0.4728288136	0.4775005395	0.4740737829	0.4734424369	0.4796730766	0.4746632274	0.4711884837	0.4596278724	0.4502882826	0.43907239	0.4192404201	0.3887007808	0.3586354036	0.3302180725	0.3044137883	0.2933823889	0.2851475583	0.276541144	0.2724581322	0.2707070837	0.2492754968	0.2439869421	0.2550675227	0.2256557332	0.210528661	0.1948826216	0.1795610812	0.1568887613	0.1525103489	0.1608942126	0.1284986978	0.107100521	0.0880393369	0.0491406945	0.009351666224	-0.05020106359	-0.1065858877	-0.2087143978	-0.3142999615	-0.4416395766	-0.5996314381	-0.7603941873	-0.9465835651	-1.197039146	-1.383673733	-1.568026238	-1.747358555	-1.863166268	-1.952552835	-2.008189382	-2.048433807	-2.075129623	-2.072325498	-0.1548298183	-0.1398427182	-0.1328398678	-0.1097722455	-0.08621208754	-0.08097464036	-0.07784931059	-0.06373776653	-0.05379926923	-0.0467843096	-0.03996601217	-0.03298518528	-0.02728101243	-0.02088653241	-0.01335877761	-0.01100505258	-0.005410610499	-0.003810626515	0.002612585599	0.003988216512	0.006924684437	0.00985710918	0.01389704546	0.01476419606	0.01639585523	0.01796339234	0.01910455124	0.02199694371	0.02224213009	0.02312803337	0.02529276127	0.02752300515	0.02845060712	0.03074378491	0.03080811197	0.03231358443	0.0317898597	0.03210293462	0.03437432305	0.03373422795	0.03488710147	0.03616137127	0.0378167063	0.03903896542	0.03910306843	0.03747145252	0.03630385305	0.03574213009	0.03521666935	0.03527195179	0.034613266	0.03533175896	0.03438551183	0.03402087263	0.03560309455	0.03624278296	0.03620801107	0.03621453771	0.03647315083	0.03615430246	0.03530669504	0.03787746266	0.03846759662	0.03848915056	0.03963091107	0.04248809345	0.04430931227	0.04605214441	0.04900004293	0.05570527072	0.06350090339	0.06911023579	0.08070817339	0.08701143674	0.09175132402	0.102520922	0.1083776092	0.1036843177	0.0979851854	0.09247864609	0.08205625126	0.07913330385	0.0712540679	
127580	-0.1210178092	-0.03985206731	0.01909321894	0.08314269992	0.129582913	0.1752542215	0.2114160286	0.2459376267	0.269651224	0.2990089358	0.3180414818	0.3362925836	0.3600025331	0.3780772749	0.3930313016	0.4082941361	0.4157040356	0.4264423459	0.436347474	0.4496897801	0.4494269109	0.4552688066	0.4568056584	0.4639473734	0.4626873979	0.4675833175	0.4689620112	0.466790109	0.4804664216	0.4761713176	0.472868689	0.4776126024	0.4735976096	0.4741805611	0.4794376015	0.4745671517	0.471065826	0.4601669548	0.4505805183	0.4392735953	0.4198773777	0.3886564133	0.3587481037	0.329984144	0.3046455155	0.2933830982	0.2847790375	0.2764003295	0.2725853592	0.2706795337	0.2491195536	0.2441473474	0.2550977652	0.2256870025	0.210529281	0.1947441849	0.1794952703	0.1569584714	0.1523159854	0.1604263634	0.1281751199	0.1069311623	0.08843830616	0.04941958996	0.008762217705	-0.04962588731	-0.1061520081	-0.2095118427	-0.3142402439	-0.4420231178	-0.5996303174	-0.7598117977	-0.9465099767	-1.197198115	-1.382561735	-1.568839001	-1.747451519	-1.8631651	-1.951491309	-2.009426532	-2.049257968	-2.074631726	-2.072595609	-0.1474648984	-0.1592573745	-0.1328269564	-0.1101155085	-0.09704890394	-0.08427322104	-0.07754111607	-0.06126864365	-0.05404706222	-0.04868935085	-0.03954255504	-0.0329831049	-0.02709718448	-0.02195460256	-0.01416423641	-0.01028015457	-0.006473510865	-0.002832595873	0.001060600269	0.004473393008	0.008353854482	0.01027354453	0.01323402667	0.01467203255	0.015766221	0.01973570045	0.0198137198	0.02166701545	0.02263073729	0.02371202029	0.02563608089	0.02701409644	0.02869205122	0.03000446073	0.03059515957	0.03193921201	0.03198711502	0.03327679395	0.03360326395	0.03385861176	0.03448180161	0.03583535954	0.03719903321	0.03881542961	0.03855344685	0.03740618077	0.0366459819	0.03589075488	0.03488654492	0.03523185191	0.03428655623	0.03527667741	0.03443159474	0.03373171519	0.03598922335	0.03629103867	0.03651334723	0.03584829695	0.0364274167	0.03625695046	0.03569469713	0.03765642336	0.03786442117	0.03822928474	0.04000606759	0.04216434973	0.04370650955	0.04581843925	0.04838729051	0.05440401319	0.06389282252	0.06918776276	0.08006378142	0.0866185271	0.08957768916	0.1018642571	0.107828668	0.1033911154	0.09893997235	0.09248277108	0.08232625288	0.07692597205	0.0725588453	
127830	-0.1304648455	-0.05106699163	0.0167242265	0.0811093138	0.1306883352	0.175952457	0.207423682	0.2438041899	0.2670773433	0.299774084	0.3174938479	0.3322517257	0.3579046071	0.3772170146	0.3934107788	0.4060029825	0.4156150369	0.4262247359	0.4360002845	0.4486586018	0.449486942	0.453853984	0.4561682118	0.4626142209	0.4623509309	0.4674118954	0.469524957	0.4673682547	0.4806898282	0.4754771074	0.4724134784	0.4775721035	0.4735542898	0.4734745025	0.4782882355	0.4745309556	0.470785869	0.4594148633	0.4502565392	0.4390444053	0.4192672731	0.3880538536	0.3579942278	0.3300570219	0.3043838982	0.2936632141	0.2847764799	0.2764949561	0.2724128043	0.2704520061	0.249343237	0.2439849548	0.2555908374	0.2256841866	0.2099099528	0.1944226113	0.1793088701	0.1571368419	0.1524217027	0.1601489128	0.1284136832	0.1071814191	0.08820954242	0.04895205402	0.009254017025	-0.05004235595	-0.106155134	-0.2094034498	-0.314366371	-0.441262041	-0.6003828543	-0.7606079498	-0.9462151934	-1.197601913	-1.383510139	-1.567754122	-1.747841116	-1.862960531	-1.952453047	-2.008872443	-2.048678775	-2.075254972	-2.072722992	-0.1470461355	-0.1463719239	-0.1382556474	-0.1105059249	-0.08972411086	-0.08395347442	-0.07531251788	-0.06429764511	-0.05405832592	-0.04702047892	-0.04336104478	-0.02844924717	-0.02728892197	-0.02072253481	-0.01545293677	-0.0102881115	-0.006340821253	-0.001991961371	0.00105447757	0.003151106967	0.007138852939	0.01016205415	0.01266080623	0.01466575485	0.01526520987	0.01804302712	0.01988953463	0.02183489667	0.02247175812	0.02414292754	0.02562990653	0.0271958737	0.02826942527	0.03022478109	0.03175711869	0.03283048863	0.0325120019	0.03223071736	0.03354526937	0.0336776641	0.03476354841	0.03604043856	0.03785795179	0.03869673918	0.03843551297	0.03728958826	0.03634076869	0.03600856521	0.03506486434	0.0349359444	0.03446315927	0.0352671446	0.03440924931	0.03410215761	0.03549356872	0.03622209809	0.03679312523	0.03583698158	0.03614777281	0.03585810354	0.03540057155	0.03713076441	0.03848373308	0.03846182063	0.03973838734	0.04206094211	0.04302871727	0.04598119005	0.04873772804	0.05563098207	0.06392381024	0.06917285644	0.07932903676	0.08619945944	0.08959013212	0.1023424592	0.1071170995	0.1046906935	0.09718272707	0.09246489383	0.08263447604	0.07672988445	0.07058908759	
128079	-0.127086765	-0.04545450781	0.01717796674	0.07946456853	0.1292627898	0.1679312342	0.2114154425	0.2447685369	0.2668977956	0.2988466012	0.3190269683	0.3330138193	0.3579088519	0.3776615638	0.3912843979	0.4068826984	0.4144939368	0.4252444853	0.4366921336	0.4493698786	0.449296783	0.4539182213	0.455335918	0.4631058296	0.4613832305	0.4661832338	0.4683631673	0.4664593959	0.4799703481	0.4753980434	0.4726660102	0.476962081	0.4734502605	0.4737954506	0.4785617791	0.4742437531	0.4704185146	0.4597173519	0.449851155	0.439072851	0.4192407777	0.3882768839	0.3578698182	0.3301428304	0.3039057739	0.2933375462	0.2847513329	0.2763723043	0.2721352809	0.2706088678	0.2489916475	0.2436856008	0.255228927	0.225256719	0.2099124329	0.1944242568	0.1792021137	0.1567283222	0.1519694392	0.1605823192	0.1279681492	0.1065913662	0.08826046189	0.04909089487	0.009203305651	-0.05045837102	-0.106427924	-0.2097995108	-0.3144217386	-0.4422824304	-0.6002414868	-0.7605335006	-0.9472642723	-1.198474531	-1.384273408	-1.56847662	-1.74850983	-1.864188903	-1.952345454	-2.00931836	-2.049144777	-2.076256902	-2.073632565	-0.1636834525	-0.1527129904	-0.1221073931	-0.1101184074	-0.09355532655	-0.09020897741	-0.08292471424	-0.06126940067	-0.05379753655	-0.04845977961	-0.04123562403	-0.03298379834	-0.0257302201	-0.02195513307	-0.01497144	-0.009985368993	-0.006197211324	-0.001986738826	0.001714419053	0.003873355245	0.00846265269	0.009663414703	0.01219897159	0.01572765534	0.016081243	0.01872159079	0.01989535336	0.02207665143	0.02294118832	0.02392987859	0.02542646555	0.02733549648	0.02827576863	0.03103258576	0.03160841769	0.03330194422	0.03190200764	0.0327709325	0.03288326442	0.03300789399	0.03448134462	0.03588290985	0.0379777476	0.03885981493	0.03870763822	0.03705857947	0.03600640111	0.03589015284	0.03515684125	0.03490178687	0.03438651453	0.03486056777	0.03472041582	0.03339480949	0.03584157648	0.0363935164	0.03625593961	0.03550421991	0.03615859945	0.03588111766	0.03503855267	0.03754993325	0.03794728032	0.03841646648	0.04028475278	0.04204546717	0.04386793861	0.04634947809	0.04807825097	0.05543612198	0.06354924633	0.07077104399	0.07963052804	0.08741048579	0.08959102459	0.1028521211	0.1082388511	0.1042964098	0.09653646436	0.09191813484	0.08173148111	0.07612840856	0.07060663915	
128329	-0.1297832054	-0.05277265092	0.02382695128	0.0851704022	0.1306930747	0.1777479213	0.2089966532	0.2426349491	0.2686123904	0.2957734563	0.3174959046	0.3350343255	0.3566358151	0.3769144651	0.3945758676	0.4068828713	0.4138332052	0.4268156647	0.4371116398	0.4482053638	0.4503163783	0.4545942216	0.454644255	0.4625642181	0.4618427586	0.4660353084	0.468820795	0.4668030793	0.4807068428	0.4751442684	0.472869301	0.4780037291	0.4727912249	0.4735864589	0.4791020764	0.4738891262	0.4705423254	0.4598374743	0.4502296626	0.4389312924	0.4195716334	0.3884072988	0.3585028729	0.3299845732	0.3041098176	0.2931828988	0.284851074	0.2761483325	0.2719817236	0.2707784617	0.2496018189	0.2437571515	0.2550686255	0.2254930456	0.2098501733	0.1942212866	0.1794955962	0.1572851624	0.152236917	0.1601880993	0.1278514085	0.1068490291	0.08853025484	0.04914144954	0.008959246677	-0.04983683138	-0.1059349657	-0.2094555152	-0.314058451	-0.4425316166	-0.6003070573	-0.7606724817	-0.9465817073	-1.197675627	-1.383845738	-1.568387688	-1.747740425	-1.86347257	-1.95191747	-2.009534492	-2.049257447	-2.074630709	-2.07415015	-0.1626703057	-0.1333860476	-0.1331052595	-0.1146269332	-0.0897031261	-0.08096945446	-0.08038633937	-0.06647987212	-0.05404532968	-0.04487486796	-0.04144499899	-0.03278720335	-0.02846382598	-0.02195354157	-0.01400523328	-0.009983533111	-0.006195894019	-0.001985433443	0.0006527129512	0.0031595426	0.006596592088	0.01078066937	0.012865329	0.01405113648	0.01716067459	0.01729521186	0.01946081669	0.02125776855	0.02247971683	0.02334870377	0.02509270184	0.02713693979	0.02803753882	0.0298404862	0.03118075201	0.03324624873	0.03282655651	0.0328801312	0.03424904244	0.03438194153	0.03448271557	0.03686723228	0.03797928545	0.03908621953	0.03906215846	0.03779695822	0.03664701507	0.03614373673	0.0353039333	0.03576577881	0.03434609989	0.03533542486	0.03420040669	0.03450671571	0.0359007113	0.03654512156	0.03656126418	0.03642048676	0.03663584835	0.03578372709	0.03554186215	0.03738164251	0.03872063029	0.03836253852	0.04048539885	0.04237505468	0.04437348215	0.04682597903	0.04889304408	0.05506385396	0.06384912653	0.06972752843	0.08114586596	0.08582123112	0.09092511016	0.1014549876	0.1077607033	0.1041021051	0.09732889443	0.09148282477	0.08282135532	0.07754795199	0.07080010926	
128580	-0.1270907433	-0.05277463799	0.0205574902	0.07781246117	0.1303703646	0.168203266	0.2071905346	0.237610575	0.2656731954	0.2974697583	0.3174945336	0.3345406498	0.3580281951	0.3768022132	0.3944744973	0.4076689604	0.4147235346	0.4252419537	0.4355079641	0.4486599632	0.4499515701	0.4533633783	0.4563706223	0.4638353058	0.4612250152	0.4668808466	0.4672429112	0.4658295134	0.4807896986	0.4753152256	0.4726249004	0.4771151665	0.4737424246	0.4732314322	0.4793334033	0.4735952525	0.4708481764	0.4599240844	0.4503171028	0.4387027814	0.4196799575	0.3886775485	0.3582901625	0.3297200977	0.3041539433	0.293609393	0.2848215999	0.2762438715	0.2722877435	0.2704809774	0.2492744237	0.2442463398	0.254964614	0.2257571736	0.2099424231	0.1946364882	0.1792765282	0.1568112757	0.1521630494	0.1604619295	0.1279673981	0.1061220364	0.0880383135	0.04890272509	0.008660027379	-0.05061180159	-0.1068036866	-0.2097413188	-0.3144826249	-0.4426002978	-0.6002441018	-0.7608232137	-0.9467400995	-1.197839253	-1.383507923	-1.568840734	-1.74899133	-1.863982133	-1.952451269	-2.008639252	-2.050198577	-2.075628598	-2.073116185	-0.1627528882	-0.146289087	-0.1379407549	-0.1056265753	-0.09670401638	-0.08758593909	-0.0775440729	-0.06154917061	-0.05596284562	-0.04846442555	-0.04124026997	-0.03127984707	-0.02710351146	-0.02426757215	-0.01432686312	-0.01013731716	-0.005136614574	-0.002119680772	0.0004026500154	0.006499074674	0.006591723779	0.01006144516	0.01162879505	0.01528979957	0.01616703937	0.01816766912	0.01953811793	0.02240485476	0.02208732083	0.0231986305	0.02529038657	0.02687649686	0.0287517424	0.03000070905	0.03154519107	0.03231087191	0.03164714452	0.03271374512	0.03370518325	0.0336600793	0.03447814532	0.03630292692	0.03733413322	0.03865426371	0.03839457589	0.03755404501	0.03619411257	0.03626333221	0.03452990533	0.0349987128	0.0342809923	0.03537106266	0.03399156881	0.03387116343	0.03579116489	0.03628410761	0.03600619683	0.03574694578	0.03615228432	0.03576249351	0.03573884147	0.0373193779	0.03815985732	0.03810808003	0.03982441587	0.04236539754	0.04392021072	0.04575177218	0.04868684577	0.0551568693	0.06340304046	0.06878026167	0.08039039394	0.08700533606	0.09044414868	0.1019370198	0.1067121539	0.10469758	0.09706461761	0.09161550595	0.08204865025	0.0767372082	0.07273654539	
128829	-0.1250562688	-0.04771248134	0.02810787809	0.0831422767	0.1303725763	0.1774756168	0.207666653	0.2447685369	0.2687939679	0.2973093222	0.317348764	0.3350346235	0.3566347541	0.3779665171	0.3946765394	0.4062577454	0.4152145304	0.4251645484	0.4374559636	0.4482045472	0.4510373505	0.4533040489	0.4560552431	0.4640017866	0.4620716394	0.4670503015	0.4682057799	0.4674753216	0.4801969449	0.4758354206	0.4722222457	0.477426864	0.4735615218	0.4730947718	0.479538878	0.4737913302	0.4708804929	0.4600169325	0.4502588763	0.4394704437	0.4192980592	0.3882992674	0.3585303545	0.3301150877	0.3043402017	0.2935107084	0.2850487933	0.27656947	0.2725850889	0.270355559	0.2494324992	0.2438867574	0.254966158	0.2260555739	0.2099854668	0.1946051951	0.1794195405	0.1571041954	0.1519694392	0.160233257	0.1282140232	0.1070134341	0.08785672734	0.04909532163	0.008958710218	-0.04988806394	-0.1066379111	-0.209679607	-0.3141181603	-0.4417688926	-0.6001748035	-0.7611778794	-0.945983571	-1.198155488	-1.383330572	-1.568564917	-1.747741707	-1.863264154	-1.953302841	-2.009086382	-2.049258228	-2.075248868	-2.073632565	-0.1715497284	-0.1462457295	-0.1379106258	-0.1139222919	-0.0932022986	-0.08427425822	-0.07469754667	-0.06620462647	-0.05379753655	-0.04822975088	-0.04123562403	-0.03430414825	-0.02609231101	-0.02071616759	-0.0181809429	-0.00983777482	-0.004760127599	-0.004265439263	0.001959344761	0.002558470104	0.007144695511	0.01016932756	0.0110658271	0.01582112796	0.01576570837	0.01825747291	0.01839793201	0.02100422296	0.02294118832	0.02276471692	0.02550284288	0.02662488696	0.02786012091	0.02932481701	0.03163116271	0.03216826165	0.03190200764	0.03207929295	0.03306314885	0.03378655749	0.03397521838	0.03630657134	0.03763686278	0.03885981493	0.03863999174	0.03705857947	0.03598345426	0.03544971313	0.03478276475	0.03480024091	0.03437085532	0.03498952412	0.03456262861	0.03373092638	0.03564967013	0.03564856808	0.03620963247	0.03575303836	0.03615859945	0.0356062165	0.03519330203	0.03698375234	0.0377538848	0.03835968336	0.04008678688	0.04189565542	0.04342462707	0.04569797753	0.04894602197	0.05467419458	0.06384566339	0.06979808416	0.07929472133	0.08661067131	0.09002945282	0.101409872	0.107756662	0.1034888218	0.0976123116	0.09233479192	0.08173148111	0.07595151916	0.07125699278	
129078	-0.1338326975	-0.04093493202	0.02292646874	0.0794641453	0.1303722604	0.170696836	0.2085231763	0.2440094274	0.2668975294	0.3013149708	0.3173486269	0.3349005628	0.3560584051	0.3761660006	0.3943739269	0.4073222254	0.4155317423	0.4264416227	0.4351642483	0.4484550397	0.4506759518	0.4544710584	0.4557958479	0.4631055077	0.460767267	0.4677499398	0.4682054778	0.4674750076	0.4809324699	0.4751434816	0.4720585243	0.4780834741	0.4737083174	0.473758375	0.4796734025	0.4741787691	0.4711577369	0.4603445308	0.4500564117	0.4387881153	0.4199871295	0.3883558772	0.3579189236	0.3301628021	0.3044140109	0.2931091375	0.2848502872	0.2764705819	0.2724025392	0.2709044068	0.2494322846	0.2440759826	0.2549659375	0.2256559498	0.210121169	0.1947761588	0.1795943909	0.1567009738	0.1521641344	0.1601506398	0.1279680419	0.1071880702	0.08848094586	0.04857507466	0.009255984448	-0.05019661166	-0.1064215548	-0.2095123435	-0.3142408241	-0.4417690476	-0.5999013439	-0.7597425483	-0.9456843507	-1.196799851	-1.384189786	-1.56783997	-1.747452373	-1.863165878	-1.951698508	-2.008746203	-2.049727724	-2.075625546	-2.071806911	-0.1627033362	-0.1398780814	-0.1274700366	-0.1146385288	-0.09669562258	-0.08757971528	-0.07754185522	-0.06428931635	-0.05429944168	-0.04823041453	-0.04271749488	-0.03146962718	-0.02728022159	-0.0242643887	-0.01416541666	-0.01115236384	-0.006335990139	-0.00185732905	0.001958873845	0.003756768877	0.005935503445	0.009559104825	0.0121000015	0.01442388713	0.01706936111	0.01796399044	0.01970527783	0.02207622025	0.02286464788	0.02320152779	0.02509080235	0.02745683591	0.02925030707	0.03022994011	0.03068986018	0.03231412689	0.03125892443	0.03311853188	0.03306273555	0.03333535012	0.03458043045	0.03609422561	0.03742998906	0.03849980859	0.03879417113	0.03725289757	0.03617423825	0.0360570612	0.03486603074	0.03535677285	0.03399887849	0.03521794137	0.03451799527	0.03392049136	0.03540020609	0.03593368867	0.03615000004	0.03579936431	0.0358898278	0.03619270898	0.03502556694	0.03703560549	0.03762887219	0.03901880846	0.04051645116	0.04168592693	0.04398539188	0.04569697211	0.04900109407	0.0548922565	0.06354809189	0.06846292645	0.08039734505	0.08621955675	0.09046663559	0.1028508653	0.1070613747	0.1035865559	0.09827398578	0.09076791647	0.08189383853	0.07533100345	0.07106641199	
